Year,Month,Day,Period,212_CSP_1
2020,2,20,7,0
2020,2,20,8,0
2020,2,20,9,203.6
2020,2,20,10,343
2020,2,20,11,367.2
2020,2,20,12,377.1
2020,2,20,13,376
2020,2,20,14,363.5
2020,2,20,15,335.1
2020,2,20,16,275
2020,2,20,17,145.3
2020,2,20,18,0
2020,2,20,19,0
2020,2,20,20,0
2020,2,20,21,0
2020,2,20,22,0
2020,2,20,23,0
2020,2,20,24,0
2020,2,21,1,0
2020,2,21,2,0
2020,2,21,3,0
2020,2,21,4,0
2020,2,21,5,0
2020,2,21,6,0
2020,2,21,7,0
2020,2,21,8,108.6
2020,2,21,9,302.9
2020,2,21,10,353.3
2020,2,21,11,377.4
2020,2,21,12,387.3
2020,2,21,13,386.2
2020,2,21,14,374
2020,2,21,15,345.4
2020,2,21,16,285.1
2020,2,21,17,155
2020,2,21,18,0
2020,2,21,19,0
2020,2,21,20,0
2020,2,21,21,0
2020,2,21,22,0
2020,2,21,23,0
2020,2,21,24,0
2020,2,22,1,0
2020,2,22,2,0
2020,2,22,3,0
2020,2,22,4,0
2020,2,22,5,0
2020,2,22,6,0
2020,2,22,7,0
2020,2,22,8,111.1
2020,2,22,9,303.1
2020,2,22,10,352.7
2020,2,22,11,376.4
2020,2,22,12,386.5
2020,2,22,13,385
2020,2,22,14,372.9
2020,2,22,15,344.9
2020,2,22,16,285.6
2020,2,22,17,157.7
2020,2,22,18,0
2020,2,22,19,0
2020,2,22,20,0
2020,2,22,21,0
2020,2,22,22,0
2020,2,22,23,0
2020,2,22,24,0
2020,2,23,1,0
2020,2,23,2,0
2020,2,23,3,0
2020,2,23,4,0
2020,2,23,5,0
2020,2,23,6,0
2020,2,23,7,0
2020,2,23,8,116.2
2020,2,23,9,306.6
2020,2,23,10,355.5
2020,2,23,11,378.6
2020,2,23,12,388.4
2020,2,23,13,387.3
2020,2,23,14,375.1
2020,2,23,15,348
2020,2,23,16,289.8
2020,2,23,17,163.1
2020,2,23,18,0
2020,2,23,19,0
2020,2,23,20,0
2020,2,23,21,0
2020,2,23,22,0
2020,2,23,23,0
2020,2,23,24,0
2020,2,24,1,0
2020,2,24,2,0
2020,2,24,3,0
2020,2,24,4,0
2020,2,24,5,0
2020,2,24,6,0
2020,2,24,7,0
2020,2,24,8,122.1
2020,2,24,9,311.1
2020,2,24,10,358.6
2020,2,24,11,381.7
2020,2,24,12,391.1
2020,2,24,13,389.9
2020,2,24,14,377.7
2020,2,24,15,351
2020,2,24,16,293.4
2020,2,24,17,168
2020,2,24,18,0
2020,2,24,19,0
2020,2,24,20,0
2020,2,24,21,0
2020,2,24,22,0
2020,2,24,23,0
2020,2,24,24,0
2020,2,25,1,0
2020,2,25,2,0
2020,2,25,3,0
2020,2,25,4,0
2020,2,25,5,0
2020,2,25,6,0
2020,2,25,7,0
2020,2,25,8,124.3
2020,2,25,9,311.4
2020,2,25,10,358.3
2020,2,25,11,380.8
2020,2,25,12,389.8
2020,2,25,13,388.3
2020,2,25,14,375.4
2020,2,25,15,347.8
2020,2,25,16,290.3
2020,2,25,17,0
2020,2,25,18,0
2020,2,25,19,0
2020,2,25,20,0
2020,2,25,21,0
2020,2,25,22,0
2020,2,25,23,0
2020,2,25,24,0
2020,2,26,1,0
2020,2,26,2,0
2020,2,26,3,0
2020,2,26,4,0
2020,2,26,5,0
2020,2,26,6,0
2020,2,26,7,0
2020,2,26,8,0
2020,2,26,9,254.8
2020,2,26,10,96.8
2020,2,26,11,223.2
2020,2,26,12,177.4
2020,2,26,13,257.8
2020,2,26,14,289.1
2020,2,26,15,212.6
2020,2,26,16,282.7
2020,2,26,17,144.8
2020,2,26,18,0
2020,2,26,19,0
2020,2,26,20,0
2020,2,26,21,0
2020,2,26,22,0
2020,2,26,23,0
2020,2,26,24,0
2020,2,27,1,0
2020,2,27,2,0
2020,2,27,3,0
2020,2,27,4,0
2020,2,27,5,0
2020,2,27,6,0
2020,2,27,7,0
2020,2,27,8,117
2020,2,27,9,0
2020,2,27,10,145.3
2020,2,27,11,242.9
2020,2,27,12,369.6
2020,2,27,13,0
2020,2,27,14,0
2020,2,27,15,0
2020,2,27,16,17.8
2020,2,27,17,0
2020,2,27,18,0
2020,2,27,19,0
2020,2,27,20,0
2020,2,27,21,0
2020,2,27,22,0
2020,2,27,23,0
2020,2,27,24,0
2020,2,28,1,0
2020,2,28,2,0
2020,2,28,3,0
2020,2,28,4,0
2020,2,28,5,0
2020,2,28,6,0
2020,2,28,7,0
2020,2,28,8,0
2020,2,28,9,0
2020,2,28,10,0
2020,2,28,11,0
2020,2,28,12,0
2020,2,28,13,0
2020,2,28,14,0
2020,2,28,15,100.7
2020,2,28,16,111.8
2020,2,28,17,0
2020,2,28,18,0
2020,2,28,19,0
2020,2,28,20,0
2020,2,28,21,0
2020,2,28,22,0
2020,2,28,23,0
2020,2,28,24,0
2020,2,29,1,0
2020,2,29,2,0
2020,2,29,3,0
2020,2,29,4,0
2020,2,29,5,0
2020,2,29,6,0
2020,2,29,7,0
2020,2,29,8,0
2020,2,29,9,247.2
2020,2,29,10,351.4
2020,2,29,11,373.5
2020,2,29,12,382.6
2020,2,29,13,381
2020,2,29,14,368.3
2020,2,29,15,341.4
2020,2,29,16,286.5
2020,2,29,17,170.3
2020,2,29,18,0
2020,2,29,19,0
2020,2,29,20,0
2020,2,29,21,0
2020,2,29,22,0
2020,2,29,23,0
2020,2,29,24,0
2020,3,1,1,0
2020,3,1,2,0
2020,3,1,3,0
2020,3,1,4,0
2020,3,1,5,0
2020,3,1,6,0
2020,3,1,7,0
2020,3,1,8,135
2020,3,1,9,313.9
2020,3,1,10,357.2
2020,3,1,11,378.1
2020,3,1,12,386.7
2020,3,1,13,266.1
2020,3,1,14,133.1
2020,3,1,15,0
2020,3,1,16,170.3
2020,3,1,17,176.9
2020,3,1,18,0
2020,3,1,19,0
2020,3,1,20,0
2020,3,1,21,0
2020,3,1,22,0
2020,3,1,23,0
2020,3,1,24,0
2020,3,2,1,0
2020,3,2,2,0
2020,3,2,3,0
2020,3,2,4,0
2020,3,2,5,0
2020,3,2,6,0
2020,3,2,7,0
2020,3,2,8,136.1
2020,3,2,9,312.3
2020,3,2,10,353
2020,3,2,11,372.1
2020,3,2,12,378.5
2020,3,2,13,374.7
2020,3,2,14,359.9
2020,3,2,15,331.7
2020,3,2,16,277.8
2020,3,2,17,112.8
2020,3,2,18,0
2020,3,2,19,0
2020,3,2,20,0
2020,3,2,21,0
2020,3,2,22,0
2020,3,2,23,0
2020,3,2,24,0
2020,3,3,1,0
2020,3,3,2,0
2020,3,3,3,0
2020,3,3,4,0
2020,3,3,5,0
2020,3,3,6,0
2020,3,3,7,0
2020,3,3,8,134.9
2020,3,3,9,300.8
2020,3,3,10,353.3
2020,3,3,11,374.4
2020,3,3,12,383
2020,3,3,13,381.4
2020,3,3,14,369.6
2020,3,3,15,343.7
2020,3,3,16,290.7
2020,3,3,17,0
2020,3,3,18,0
2020,3,3,19,0
2020,3,3,20,0
2020,3,3,21,0
2020,3,3,22,0
2020,3,3,23,0
2020,3,3,24,0
2020,3,4,1,0
2020,3,4,2,0
2020,3,4,3,0
2020,3,4,4,0
2020,3,4,5,0
2020,3,4,6,0
2020,3,4,7,0
2020,3,4,8,13.1
2020,3,4,9,293.8
2020,3,4,10,307.8
2020,3,4,11,370.7
2020,3,4,12,379.5
2020,3,4,13,377.7
2020,3,4,14,172.9
2020,3,4,15,339.6
2020,3,4,16,286.7
2020,3,4,17,176.4
2020,3,4,18,0
2020,3,4,19,0
2020,3,4,20,0
2020,3,4,21,0
2020,3,4,22,0
2020,3,4,23,0
2020,3,4,24,0
2020,3,5,1,0
2020,3,5,2,0
2020,3,5,3,0
2020,3,5,4,0
2020,3,5,5,0
2020,3,5,6,0
2020,3,5,7,0
2020,3,5,8,0
2020,3,5,9,0
2020,3,5,10,0
2020,3,5,11,0
2020,3,5,12,0
2020,3,5,13,0
2020,3,5,14,90
2020,3,5,15,0
2020,3,5,16,125.3
2020,3,5,17,180.1
2020,3,5,18,0
2020,3,5,19,0
2020,3,5,20,0
2020,3,5,21,0
2020,3,5,22,0
2020,3,5,23,0
2020,3,5,24,0
2020,3,6,1,0
2020,3,6,2,0
2020,3,6,3,0
2020,3,6,4,0
2020,3,6,5,0
2020,3,6,6,0
2020,3,6,7,0
2020,3,6,8,0
2020,3,6,9,93.4
2020,3,6,10,275.6
2020,3,6,11,0
2020,3,6,12,0
2020,3,6,13,78
2020,3,6,14,161
2020,3,6,15,0
2020,3,6,16,0
2020,3,6,17,153.8
2020,3,6,18,0
2020,3,6,19,0
2020,3,6,20,0
2020,3,6,21,0
2020,3,6,22,0
2020,3,6,23,0
2020,3,6,24,0
2020,3,7,1,0
2020,3,7,2,0
2020,3,7,3,0
2020,3,7,4,0
2020,3,7,5,0
2020,3,7,6,0
2020,3,7,7,0
2020,3,7,8,141.5
2020,3,7,9,312.6
2020,3,7,10,352.8
2020,3,7,11,373.6
2020,3,7,12,382.2
2020,3,7,13,381.2
2020,3,7,14,370.2
2020,3,7,15,345.6
2020,3,7,16,295.4
2020,3,7,17,189.2
2020,3,7,18,0
2020,3,7,19,0
2020,3,7,20,0
2020,3,7,21,0
2020,3,7,22,0
2020,3,7,23,0
2020,3,7,24,0
2020,3,8,1,0
2020,3,8,2,0
2020,3,8,3,0
2020,3,8,4,0
2020,3,8,5,0
2020,3,8,6,0
2020,3,8,7,0
2020,3,8,8,25.3
2020,3,8,9,302.1
2020,3,8,10,236.4
2020,3,8,11,167.4
2020,3,8,12,0
2020,3,8,13,73.9
2020,3,8,14,168.2
2020,3,8,15,0
2020,3,8,16,81.9
2020,3,8,17,0
2020,3,8,18,0
2020,3,8,19,0
2020,3,8,20,0
2020,3,8,21,0
2020,3,8,22,0
2020,3,8,23,0
2020,3,8,24,0
2020,3,9,1,0
2020,3,9,2,0
2020,3,9,3,0
2020,3,9,4,0
2020,3,9,5,0
2020,3,9,6,0
2020,3,9,7,0
2020,3,9,8,150.7
2020,3,9,9,318.5
2020,3,9,10,357
2020,3,9,11,376.4
2020,3,9,12,384.3
2020,3,9,13,382.2
2020,3,9,14,228.6
2020,3,9,15,0
2020,3,9,16,0
2020,3,9,17,0
2020,3,9,18,0
2020,3,9,19,0
2020,3,9,20,0
2020,3,9,21,0
2020,3,9,22,0
2020,3,9,23,0
2020,3,9,24,0
2020,3,10,1,0
2020,3,10,2,0
2020,3,10,3,0
2020,3,10,4,0
2020,3,10,5,0
2020,3,10,6,0
2020,3,10,7,0
2020,3,10,8,0
2020,3,10,9,0
2020,3,10,10,0
2020,3,10,11,0
2020,3,10,12,0
2020,3,10,13,33.1
2020,3,10,14,124.4
2020,3,10,15,0
2020,3,10,16,0
2020,3,10,17,0
2020,3,10,18,0
2020,3,10,19,0
2020,3,10,20,0
2020,3,10,21,0
2020,3,10,22,0
2020,3,10,23,0
2020,3,10,24,0
2020,3,11,1,0
2020,3,11,2,0
2020,3,11,3,0
2020,3,11,4,0
2020,3,11,5,0
2020,3,11,6,0
2020,3,11,7,0
2020,3,11,8,158
2020,3,11,9,324.8
2020,3,11,10,362.7
2020,3,11,11,381.6
2020,3,11,12,389.1
2020,3,11,13,386.8
2020,3,11,14,374.5
2020,3,11,15,349.3
2020,3,11,16,300.2
2020,3,11,17,0
2020,3,11,18,0
2020,3,11,19,0
2020,3,11,20,0
2020,3,11,21,0
2020,3,11,22,0
2020,3,11,23,0
2020,3,11,24,0
2020,3,12,1,0
2020,3,12,2,0
2020,3,12,3,0
2020,3,12,4,0
2020,3,12,5,0
2020,3,12,6,0
2020,3,12,7,0
2020,3,12,8,155.5
2020,3,12,9,319.6
2020,3,12,10,356.3
2020,3,12,11,375.3
2020,3,12,12,383.3
2020,3,12,13,0
2020,3,12,14,280.3
2020,3,12,15,344.5
2020,3,12,16,296.1
2020,3,12,17,195.3
2020,3,12,18,0
2020,3,12,19,0
2020,3,12,20,0
2020,3,12,21,0
2020,3,12,22,0
2020,3,12,23,0
2020,3,12,24,0
2020,3,13,1,0
2020,3,13,2,0
2020,3,13,3,0
2020,3,13,4,0
2020,3,13,5,0
2020,3,13,6,0
2020,3,13,7,0
2020,3,13,8,158.6
2020,3,13,9,321.2
2020,3,13,10,356.9
2020,3,13,11,375.3
2020,3,13,12,383
2020,3,13,13,380.7
2020,3,13,14,368.7
2020,3,13,15,151.8
2020,3,13,16,160.9
2020,3,13,17,0
2020,3,13,18,0
2020,3,13,19,0
2020,3,13,20,0
2020,3,13,21,0
2020,3,13,22,0
2020,3,13,23,0
2020,3,13,24,0
2020,3,14,1,0
2020,3,14,2,0
2020,3,14,3,0
2020,3,14,4,0
2020,3,14,5,0
2020,3,14,6,0
2020,3,14,7,0
2020,3,14,8,162.2
2020,3,14,9,323.6
2020,3,14,10,358.5
2020,3,14,11,376.6
2020,3,14,12,384.2
2020,3,14,13,382
2020,3,14,14,369.9
2020,3,14,15,345.9
2020,3,14,16,298.7
2020,3,14,17,200.2
2020,3,14,18,0
2020,3,14,19,0
2020,3,14,20,0
2020,3,14,21,0
2020,3,14,22,0
2020,3,14,23,0
2020,3,14,24,0
2020,3,15,1,0
2020,3,15,2,0
2020,3,15,3,0
2020,3,15,4,0
2020,3,15,5,0
2020,3,15,6,0
2020,3,15,7,0
2020,3,15,8,18
2020,3,15,9,280.1
2020,3,15,10,198.6
2020,3,15,11,92.3
2020,3,15,12,0
2020,3,15,13,0
2020,3,15,14,54.8
2020,3,15,15,215.3
2020,3,15,16,297.2
2020,3,15,17,199.9
2020,3,15,18,0
2020,3,15,19,0
2020,3,15,20,0
2020,3,15,21,0
2020,3,15,22,0
2020,3,15,23,0
2020,3,15,24,0
2020,3,16,1,0
2020,3,16,2,0
2020,3,16,3,0
2020,3,16,4,0
2020,3,16,5,0
2020,3,16,6,0
2020,3,16,7,14.2
2020,3,16,8,111.2
2020,3,16,9,109.6
2020,3,16,10,0
2020,3,16,11,1.4
2020,3,16,12,0
2020,3,16,13,290.1
2020,3,16,14,367.3
2020,3,16,15,343.8
2020,3,16,16,297.7
2020,3,16,17,200.8
2020,3,16,18,0
2020,3,16,19,0
2020,3,16,20,0
2020,3,16,21,0
2020,3,16,22,0
2020,3,16,23,0
2020,3,16,24,0
2020,3,17,1,0
2020,3,17,2,0
2020,3,17,3,0
2020,3,17,4,0
2020,3,17,5,0
2020,3,17,6,0
2020,3,17,7,18.7
2020,3,17,8,256.9
2020,3,17,9,327
2020,3,17,10,361.5
2020,3,17,11,379.3
2020,3,17,12,386.3
2020,3,17,13,0
2020,3,17,14,0
2020,3,17,15,119.1
2020,3,17,16,0
2020,3,17,17,31.3
2020,3,17,18,0
2020,3,17,19,0
2020,3,17,20,0
2020,3,17,21,0
2020,3,17,22,0
2020,3,17,23,0
2020,3,17,24,0
2020,3,18,1,0
2020,3,18,2,0
2020,3,18,3,0
2020,3,18,4,0
2020,3,18,5,0
2020,3,18,6,0
2020,3,18,7,0
2020,3,18,8,73.9
2020,3,18,9,139.7
2020,3,18,10,0
2020,3,18,11,0
2020,3,18,12,0
2020,3,18,13,0
2020,3,18,14,0
2020,3,18,15,0
2020,3,18,16,0
2020,3,18,17,169.3
2020,3,18,18,0
2020,3,18,19,0
2020,3,18,20,0
2020,3,18,21,0
2020,3,18,22,0
2020,3,18,23,0
2020,3,18,24,0
2020,3,19,1,0
2020,3,19,2,0
2020,3,19,3,0
2020,3,19,4,0
2020,3,19,5,0
2020,3,19,6,0
2020,3,19,7,0
2020,3,19,8,99.8
2020,3,19,9,279.1
2020,3,19,10,128.9
2020,3,19,11,275.6
2020,3,19,12,110.8
2020,3,19,13,0
2020,3,19,14,0
2020,3,19,15,0
2020,3,19,16,208.3
2020,3,19,17,203
2020,3,19,18,0
2020,3,19,19,0
2020,3,19,20,0
2020,3,19,21,0
2020,3,19,22,0
2020,3,19,23,0
2020,3,19,24,0
2020,3,20,1,0
2020,3,20,2,0
2020,3,20,3,0
2020,3,20,4,0
2020,3,20,5,0
2020,3,20,6,0
2020,3,20,7,0
2020,3,20,8,0
2020,3,20,9,0
2020,3,20,10,264.9
2020,3,20,11,373.1
2020,3,20,12,382.2
2020,3,20,13,381.7
2020,3,20,14,0
2020,3,20,15,0
2020,3,20,16,215.5
2020,3,20,17,0
2020,3,20,18,0
2020,3,20,19,0
2020,3,20,20,0
2020,3,20,21,0
2020,3,20,22,0
2020,3,20,23,0
2020,3,20,24,0
2020,3,21,1,0
2020,3,21,2,0
2020,3,21,3,0
2020,3,21,4,0
2020,3,21,5,0
2020,3,21,6,0
2020,3,21,7,36.2
2020,3,21,8,266.2
2020,3,21,9,331.2
2020,3,21,10,363.6
2020,3,21,11,380.5
2020,3,21,12,387.2
2020,3,21,13,384.4
2020,3,21,14,372.3
2020,3,21,15,348.5
2020,3,21,16,303.6
2020,3,21,17,211.3
2020,3,21,18,0
2020,3,21,19,0
2020,3,21,20,0
2020,3,21,21,0
2020,3,21,22,0
2020,3,21,23,0
2020,3,21,24,0
2020,3,22,1,0
2020,3,22,2,0
2020,3,22,3,0
2020,3,22,4,0
2020,3,22,5,0
2020,3,22,6,0
2020,3,22,7,0
2020,3,22,8,39.3
2020,3,22,9,319.7
2020,3,22,10,360.6
2020,3,22,11,378.2
2020,3,22,12,385.2
2020,3,22,13,382.9
2020,3,22,14,371.2
2020,3,22,15,348
2020,3,22,16,303.5
2020,3,22,17,212.2
2020,3,22,18,0
2020,3,22,19,0
2020,3,22,20,0
2020,3,22,21,0
2020,3,22,22,0
2020,3,22,23,0
2020,3,22,24,0
2020,3,23,1,0
2020,3,23,2,0
2020,3,23,3,0
2020,3,23,4,0
2020,3,23,5,0
2020,3,23,6,0
2020,3,23,7,0
2020,3,23,8,30.8
2020,3,23,9,167.8
2020,3,23,10,177.2
2020,3,23,11,159.3
2020,3,23,12,211
2020,3,23,13,188.2
2020,3,23,14,218
2020,3,23,15,244.2
2020,3,23,16,190.3
2020,3,23,17,0
2020,3,23,18,0
2020,3,23,19,0
2020,3,23,20,0
2020,3,23,21,0
2020,3,23,22,0
2020,3,23,23,0
2020,3,23,24,0
2020,3,24,1,0
2020,3,24,2,0
2020,3,24,3,0
2020,3,24,4,0
2020,3,24,5,0
2020,3,24,6,0
2020,3,24,7,38.9
2020,3,24,8,238.5
2020,3,24,9,325.7
2020,3,24,10,355.7
2020,3,24,11,168.8
2020,3,24,12,95.8
2020,3,24,13,116.6
2020,3,24,14,0
2020,3,24,15,0
2020,3,24,16,0
2020,3,24,17,0
2020,3,24,18,0
2020,3,24,19,0
2020,3,24,20,0
2020,3,24,21,0
2020,3,24,22,0
2020,3,24,23,0
2020,3,24,24,0
2020,3,25,1,0
2020,3,25,2,0
2020,3,25,3,0
2020,3,25,4,0
2020,3,25,5,0
2020,3,25,6,0
2020,3,25,7,0
2020,3,25,8,218.1
2020,3,25,9,336.9
2020,3,25,10,269.2
2020,3,25,11,251.6
2020,3,25,12,322.5
2020,3,25,13,306.4
2020,3,25,14,187.3
2020,3,25,15,196.7
2020,3,25,16,167
2020,3,25,17,124.9
2020,3,25,18,0
2020,3,25,19,0
2020,3,25,20,0
2020,3,25,21,0
2020,3,25,22,0
2020,3,25,23,0
2020,3,25,24,0
2020,3,26,1,0
2020,3,26,2,0
2020,3,26,3,0
2020,3,26,4,0
2020,3,26,5,0
2020,3,26,6,0
2020,3,26,7,0
2020,3,26,8,0
2020,3,26,9,306
2020,3,26,10,227.1
2020,3,26,11,371.9
2020,3,26,12,161.5
2020,3,26,13,0
2020,3,26,14,87.2
2020,3,26,15,110.2
2020,3,26,16,0
2020,3,26,17,0
2020,3,26,18,0
2020,3,26,19,0
2020,3,26,20,0
2020,3,26,21,0
2020,3,26,22,0
2020,3,26,23,0
2020,3,26,24,0
2020,3,27,1,0
2020,3,27,2,0
2020,3,27,3,0
2020,3,27,4,0
2020,3,27,5,0
2020,3,27,6,0
2020,3,27,7,0
2020,3,27,8,0
2020,3,27,9,0
2020,3,27,10,0
2020,3,27,11,0
2020,3,27,12,0
2020,3,27,13,72.2
2020,3,27,14,0
2020,3,27,15,73.3
2020,3,27,16,239.8
2020,3,27,17,0
2020,3,27,18,0
2020,3,27,19,0
2020,3,27,20,0
2020,3,27,21,0
2020,3,27,22,0
2020,3,27,23,0
2020,3,27,24,0
2020,3,28,1,0
2020,3,28,2,0
2020,3,28,3,0
2020,3,28,4,0
2020,3,28,5,0
2020,3,28,6,0
2020,3,28,7,0
2020,3,28,8,0
2020,3,28,9,237.1
2020,3,28,10,357.4
2020,3,28,11,0
2020,3,28,12,293.2
2020,3,28,13,379.8
2020,3,28,14,368.5
2020,3,28,15,345.4
2020,3,28,16,303.5
2020,3,28,17,0
2020,3,28,18,0
2020,3,28,19,0
2020,3,28,20,0
2020,3,28,21,0
2020,3,28,22,0
2020,3,28,23,0
2020,3,28,24,0
2020,3,29,1,0
2020,3,29,2,0
2020,3,29,3,0
2020,3,29,4,0
2020,3,29,5,0
2020,3,29,6,0
2020,3,29,7,0
2020,3,29,8,0
2020,3,29,9,176.5
2020,3,29,10,211.3
2020,3,29,11,116.6
2020,3,29,12,379.4
2020,3,29,13,377.2
2020,3,29,14,365.1
2020,3,29,15,341.5
2020,3,29,16,298.7
2020,3,29,17,213.3
2020,3,29,18,0
2020,3,29,19,0
2020,3,29,20,0
2020,3,29,21,0
2020,3,29,22,0
2020,3,29,23,0
2020,3,29,24,0
2020,3,30,1,0
2020,3,30,2,0
2020,3,30,3,0
2020,3,30,4,0
2020,3,30,5,0
2020,3,30,6,0
2020,3,30,7,0
2020,3,30,8,0
2020,3,30,9,0
2020,3,30,10,82.1
2020,3,30,11,0
2020,3,30,12,0
2020,3,30,13,0
2020,3,30,14,0
2020,3,30,15,0
2020,3,30,16,0
2020,3,30,17,0
2020,3,30,18,0
2020,3,30,19,0
2020,3,30,20,0
2020,3,30,21,0
2020,3,30,22,0
2020,3,30,23,0
2020,3,30,24,0
2020,3,31,1,0
2020,3,31,2,0
2020,3,31,3,0
2020,3,31,4,0
2020,3,31,5,0
2020,3,31,6,0
2020,3,31,7,64.6
2020,3,31,8,270.2
2020,3,31,9,324.3
2020,3,31,10,0
2020,3,31,11,8.2
2020,3,31,12,190.8
2020,3,31,13,241.7
2020,3,31,14,363.2
2020,3,31,15,0
2020,3,31,16,90.6
2020,3,31,17,0
2020,3,31,18,0
2020,3,31,19,0
2020,3,31,20,0
2020,3,31,21,0
2020,3,31,22,0
2020,3,31,23,0
2020,3,31,24,0
2020,4,1,1,0
2020,4,1,2,0
2020,4,1,3,0
2020,4,1,4,0
2020,4,1,5,0
2020,4,1,6,0
2020,4,1,7,68.5
2020,4,1,8,272.2
2020,4,1,9,326.4
2020,4,1,10,263.2
2020,4,1,11,370.5
2020,4,1,12,376.6
2020,4,1,13,373.5
2020,4,1,14,361.5
2020,4,1,15,338.9
2020,4,1,16,162.1
2020,4,1,17,127.9
2020,4,1,18,0
2020,4,1,19,0
2020,4,1,20,0
2020,4,1,21,0
2020,4,1,22,0
2020,4,1,23,0
2020,4,1,24,0
2020,4,2,1,0
2020,4,2,2,0
2020,4,2,3,0
2020,4,2,4,0
2020,4,2,5,0
2020,4,2,6,0
2020,4,2,7,69.2
2020,4,2,8,270.6
2020,4,2,9,324.5
2020,4,2,10,353.3
2020,4,2,11,368.2
2020,4,2,12,374.7
2020,4,2,13,371.1
2020,4,2,14,358.8
2020,4,2,15,335.6
2020,4,2,16,293.9
2020,4,2,17,0
2020,4,2,18,0
2020,4,2,19,0
2020,4,2,20,0
2020,4,2,21,0
2020,4,2,22,0
2020,4,2,23,0
2020,4,2,24,0
2020,4,3,1,0
2020,4,3,2,0
2020,4,3,3,0
2020,4,3,4,0
2020,4,3,5,0
2020,4,3,6,0
2020,4,3,7,0
2020,4,3,8,0
2020,4,3,9,194.7
2020,4,3,10,160
2020,4,3,11,158.1
2020,4,3,12,160.1
2020,4,3,13,180.6
2020,4,3,14,353.2
2020,4,3,15,330.5
2020,4,3,16,290.7
2020,4,3,17,210.5
2020,4,3,18,0
2020,4,3,19,0
2020,4,3,20,0
2020,4,3,21,0
2020,4,3,22,0
2020,4,3,23,0
2020,4,3,24,0
2020,4,4,1,0
2020,4,4,2,0
2020,4,4,3,0
2020,4,4,4,0
2020,4,4,5,0
2020,4,4,6,0
2020,4,4,7,0
2020,4,4,8,187.5
2020,4,4,9,0
2020,4,4,10,10.5
2020,4,4,11,0
2020,4,4,12,0
2020,4,4,13,282.1
2020,4,4,14,161.5
2020,4,4,15,0
2020,4,4,16,125.6
2020,4,4,17,0
2020,4,4,18,0
2020,4,4,19,0
2020,4,4,20,0
2020,4,4,21,0
2020,4,4,22,0
2020,4,4,23,0
2020,4,4,24,0
2020,4,5,1,0
2020,4,5,2,0
2020,4,5,3,0
2020,4,5,4,0
2020,4,5,5,0
2020,4,5,6,0
2020,4,5,7,82.2
2020,4,5,8,279.6
2020,4,5,9,331.5
2020,4,5,10,359.9
2020,4,5,11,374.5
2020,4,5,12,380.6
2020,4,5,13,377.3
2020,4,5,14,364.8
2020,4,5,15,341.9
2020,4,5,16,301.4
2020,4,5,17,221.1
2020,4,5,18,0
2020,4,5,19,0
2020,4,5,20,0
2020,4,5,21,0
2020,4,5,22,0
2020,4,5,23,0
2020,4,5,24,0
2020,4,6,1,0
2020,4,6,2,0
2020,4,6,3,0
2020,4,6,4,0
2020,4,6,5,0
2020,4,6,6,0
2020,4,6,7,83.9
2020,4,6,8,279.6
2020,4,6,9,217.6
2020,4,6,10,201
2020,4,6,11,375.2
2020,4,6,12,381.7
2020,4,6,13,378.6
2020,4,6,14,366.6
2020,4,6,15,343.9
2020,4,6,16,303.3
2020,4,6,17,223.4
2020,4,6,18,0
2020,4,6,19,0
2020,4,6,20,0
2020,4,6,21,0
2020,4,6,22,0
2020,4,6,23,0
2020,4,6,24,0
2020,4,7,1,0
2020,4,7,2,0
2020,4,7,3,0
2020,4,7,4,0
2020,4,7,5,0
2020,4,7,6,0
2020,4,7,7,89.1
2020,4,7,8,282.8
2020,4,7,9,333.2
2020,4,7,10,360.8
2020,4,7,11,375.9
2020,4,7,12,382.4
2020,4,7,13,379.4
2020,4,7,14,367.8
2020,4,7,15,345.5
2020,4,7,16,305.7
2020,4,7,17,227.1
2020,4,7,18,0
2020,4,7,19,0
2020,4,7,20,0
2020,4,7,21,0
2020,4,7,22,0
2020,4,7,23,0
2020,4,7,24,0
2020,4,8,1,0
2020,4,8,2,0
2020,4,8,3,0
2020,4,8,4,0
2020,4,8,5,0
2020,4,8,6,0
2020,4,8,7,93.5
2020,4,8,8,285.4
2020,4,8,9,334.4
2020,4,8,10,361.4
2020,4,8,11,375.9
2020,4,8,12,381.8
2020,4,8,13,378.4
2020,4,8,14,366.6
2020,4,8,15,344.5
2020,4,8,16,304.6
2020,4,8,17,226.2
2020,4,8,18,0
2020,4,8,19,0
2020,4,8,20,0
2020,4,8,21,0
2020,4,8,22,0
2020,4,8,23,0
2020,4,8,24,0
2020,4,9,1,0
2020,4,9,2,0
2020,4,9,3,0
2020,4,9,4,0
2020,4,9,5,0
2020,4,9,6,0
2020,4,9,7,91
2020,4,9,8,281
2020,4,9,9,330.4
2020,4,9,10,357.2
2020,4,9,11,371.5
2020,4,9,12,377.6
2020,4,9,13,373.8
2020,4,9,14,361.7
2020,4,9,15,226.1
2020,4,9,16,121.7
2020,4,9,17,0
2020,4,9,18,0
2020,4,9,19,0
2020,4,9,20,0
2020,4,9,21,0
2020,4,9,22,0
2020,4,9,23,0
2020,4,9,24,0
2020,4,10,1,0
2020,4,10,2,0
2020,4,10,3,0
2020,4,10,4,0
2020,4,10,5,0
2020,4,10,6,0
2020,4,10,7,89
2020,4,10,8,236.4
2020,4,10,9,324.6
