Year,Month,Day,Period,308_RTPV_1,313_RTPV_1,313_RTPV_2,313_RTPV_3,313_RTPV_4,313_RTPV_5,313_RTPV_6,313_RTPV_7,313_RTPV_8,313_RTPV_9,313_RTPV_10,313_RTPV_11,313_RTPV_12,320_RTPV_1,320_RTPV_2,320_RTPV_3,313_RTPV_13,320_RTPV_4,320_RTPV_5,118_RTPV_1,118_RTPV_2,118_RTPV_3,118_RTPV_4,118_RTPV_5,118_RTPV_6,320_RTPV_6,118_RTPV_7,118_RTPV_8,118_RTPV_9,118_RTPV_10,213_RTPV_1
2020,3,5,12,76.3,76.3,53.8,52.6,50.5,52.3,50.8,53.6,53.6,53.5,55.2,58.7,22.4,22.4,22.4,22.4,23.2,23,23.8,7.8,7.8,7.4,7.7,7.5,7.7,7.7,9.2,9.7,8.2,4,10.3
2020,3,5,13,68.8,68.7,53.8,53.2,51.3,52.7,50.4,54,53.2,54,55.1,58.6,23.1,23.1,23.1,23.2,22.9,23,23.5,7.6,7.6,7.2,7.5,7.2,7.5,7.4,9.1,9.7,8.1,4,9.9
2020,3,5,14,54,53.8,49.3,49.1,45.9,47.9,45.4,50.7,50,50.7,50.8,54.2,21.2,21.2,21.2,21.3,21.4,21.2,22,6.9,6.9,6.9,6.8,7,6.8,7.2,8.5,8.8,7.5,3.6,9.1
2020,3,5,15,41.2,41.2,38.8,38.6,38,39.3,34.6,42.2,41.2,42.2,42.2,45.6,17.6,17.6,17.6,17.8,17.7,17.6,18.4,5.6,5.6,6,5.6,6,5.6,6.3,6.9,7.3,6.1,3,7.4
2020,3,5,16,27.5,27.5,26.5,22.5,24.5,26.4,25.9,28.5,26.5,28.5,28.4,30.8,11.7,11.6,11.6,11.9,12.2,11.8,12.7,3.6,3.6,4,3.5,3.9,3.5,4.2,2.9,4.6,2.7,1.9,4.8
2020,3,5,17,4,4,8,4.5,7.2,8.2,7.9,10.3,8.1,10.3,10.2,10.2,3.7,3.7,3.7,4.2,4.6,4.2,4.6,1,1,1.3,1,1.3,0.8,1.6,0.1,0.4,0.1,0.2,1.4
2020,3,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,6,7,0.1,0.1,0,0.2,0,0,0.1,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0.2,0.2,0.1,0.2,0.1,0.2,0.1,0,0,0,0,0.2
2020,3,6,8,9.5,9.5,0.1,15,6.8,0.5,0.1,0,10.1,0,0,0.3,1.5,1.5,1.5,3.7,5.7,0,0.1,2.6,2.6,2.4,1.9,2,2.2,2.5,0,0,0.5,0,3.7
2020,3,6,9,0.5,0.5,4.9,0.3,20.7,0.3,0.4,1.7,24.9,1.7,1.7,1.8,0.2,0.2,0.2,4.9,0.8,7.3,0.2,4.9,4.9,4.6,4.8,4.7,4.8,4.8,2.4,3.5,1.7,1.5,6.5
2020,3,6,10,7.1,7.1,1.5,1.4,5.4,14.8,1,29.7,18.5,29.7,29.9,4.7,17.3,17.3,17.3,0.7,0.7,4.8,2.8,6.6,6.6,6.4,6.4,6.5,6.4,6.6,5.8,2.6,5.5,1.1,6.5
2020,3,6,11,79,79.1,2.1,28.1,12.7,13.4,19.6,7.6,24.2,7.6,7.6,7.6,13.7,13.7,13.7,9.9,2.8,4.2,3.6,7.5,7.5,7.4,7.4,7.5,7.5,7.3,7.2,5.8,4.5,2.4,6.8
2020,3,6,12,73.4,73.4,2.9,24,53.6,26,36.3,31.1,55.1,31.2,31.4,10.3,2,2,2,1.2,19.7,1,5.9,8.2,8.2,7.7,8,7.8,8,7.8,8.5,3.7,3.2,1.5,6
2020,3,6,13,71.2,71.2,26.6,27.3,53.2,50,49.9,49.9,18.6,49.9,50.3,4.2,21.9,21.9,21.8,17.4,18.8,20.6,7.6,8.1,8.1,7.8,7.9,8,1.1,7.8,6.7,6,1.9,2.5,6.4
2020,3,6,14,66.3,66.3,41.9,44.4,47.4,49.2,46.8,48.6,45.2,48.6,49.8,4.2,21.6,21.6,21.5,13.8,13.3,14.8,21,7.5,7.5,7,7.2,7.2,1.3,7.2,6.7,0.2,1.7,0.1,2.4
2020,3,6,15,63.7,63.7,40.4,39.3,39.5,36.8,38,40.9,40.1,40.9,41.2,0.7,17.2,17.2,17.2,8.1,17.8,16.8,17.9,5.7,5.7,5.7,5.5,5.9,4.4,6.1,0.1,1.3,4.3,0.5,7.5
2020,3,6,16,27.7,27.6,14.6,19.2,19.9,24.4,20.7,4.4,9.4,4.4,4.3,0.6,9.4,9.4,9.4,9.6,11.6,0.2,0.7,3.7,3.7,0.9,3.4,4,3.4,4.1,3.7,0,2.8,0,4.7
2020,3,6,17,12.1,12.1,0.8,1.7,8.1,8,7.4,7.9,0.3,7.9,7.9,0,2.7,2.7,2.7,3.5,3.6,0.2,0,0.9,0.9,1.3,0.1,1.2,0.6,1.4,0.2,0.3,0,0.1,1.4
2020,3,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,7,7,0.5,0.5,0.4,0.3,0.3,0.4,0.3,0.5,0.4,0.5,0.5,0.3,0.3,0.3,0.3,0.3,0.2,0.1,0.2,0.2,0.2,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2
2020,3,7,8,24.5,24.6,15.6,15.3,14.9,15.2,14.9,15.4,15.6,15.4,15.6,17.5,6.9,6.9,6.9,7.2,7,6.5,7.6,2.7,2.7,2.6,2.6,2.6,2.6,2.7,2.8,2.9,2.2,1.2,3.7
2020,3,7,9,47.2,47.3,29.6,30,28.7,24.1,28.9,30.2,30.3,30.2,30.5,33.1,13.3,13.3,13.3,13.6,13.1,12.1,14.2,4.9,4.9,4.7,4.8,4.8,4.9,5,5.4,5.4,4.5,2.2,6.5
2020,3,7,10,66.9,66.9,41.8,39.2,39.4,35.8,39.6,41.6,41.3,41.6,42.6,44.5,18.2,18.2,18.2,19,17.1,16.8,18.9,6.4,6.4,6.4,6.3,6.5,6.4,6.7,7.4,7.3,6.2,3,8.6
2020,3,7,11,75.7,75.8,45.7,47.6,47.3,43.8,44.7,49.7,46.9,49.7,48.7,47.7,20.9,20.9,20.9,22.1,19.2,20,21.7,7.4,7.4,7.5,7.3,7.6,7.4,7.8,8.7,8.2,7,3.4,9.5
2020,3,7,12,83.1,83.1,48.8,54,50.7,49.9,48.2,53.9,51.6,53.9,54.4,40.3,21.3,21.3,21.3,23.3,21.6,22.2,24,7.8,7.8,7.7,7.7,7.8,7.8,8,9.2,8.5,7.9,3.5,9.9
2020,3,7,13,81.6,81.6,49.9,51.6,51.5,52.1,48.9,51.2,53,51.4,54.6,27.8,21.2,21.2,21.2,22.5,22,22.4,23.7,7.5,7.5,7.1,7.4,7.2,7.5,7.5,9.2,9.1,8,3.7,10
2020,3,7,14,74.3,74.2,45.1,48.8,47.9,48.4,45.8,49.5,49.1,49.5,50,30.6,19.9,19.9,19.9,21.2,19.6,20.5,21.3,6.8,6.8,6.7,6.7,6.8,6.8,7.1,8.5,8.4,7.3,3.5,8.9
2020,3,7,15,61.1,61.1,39,41.5,40,40.6,38.6,42.5,40.6,42.5,43,31.5,16.8,16.8,16.8,18,17.1,17.5,19,5.9,5.9,6.1,5.8,6.1,5.9,6.4,7,7.1,6,2.9,7.6
2020,3,7,16,41.8,41.7,27.4,27.9,26.7,27.1,25.8,29,25,28.9,28.9,29.1,9,9,9,12,11.7,11.7,12.9,3.6,3.6,4,3.6,3.9,3.6,4.3,4.7,4.8,4,2,4.8
2020,3,7,17,14.1,14.1,9.3,9.6,9.2,9.3,8.6,10.8,8.5,10.7,10.6,10.9,3.4,3.4,3.4,4.3,4.6,4.3,4.8,1,1,1.4,1,1.3,1,1.6,1.6,1.6,1.4,0.7,1.4
2020,3,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,8,7,0.5,0.5,0.6,0.4,0.4,0.5,0.4,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.3,0.3,0.1,0.2,0.2,0.2,0.1,0.2,0.1,0.1,0.1,0.3
2020,3,8,8,23.1,23.2,13.4,14.3,14,13.4,13.5,16.1,15.1,16.1,16.1,16.4,5.6,5.6,5.6,6.9,6.2,6.6,7,2.5,2.5,2.4,2.3,2.4,2.3,2.3,2.9,3,2.5,1.2,3.6
2020,3,8,9,37.8,37.8,28.1,22.7,20.6,23.9,17.6,24.8,24.5,24.8,25.3,30.2,12.3,12.3,12.3,13,10.6,10.3,11.1,4.6,4.6,4.4,4.5,4.3,4.3,4.4,5.5,5.5,4.6,2.3,6.5
2020,3,8,10,38.4,38.5,38.4,31.5,32.6,37.1,31,24.5,24.9,24.6,24.6,34.6,17,17,17,17.8,16.8,12.5,6.6,6.1,6.1,6,6,5.9,6.1,6.2,7.3,7.3,6.2,3,8.3
2020,3,8,11,67.8,67.8,45.1,45.7,44.9,44.7,42.6,40.8,42.2,40.8,41.8,42.9,19.5,19.5,19.5,20.4,19.4,18,18.9,6.9,6.9,6.9,6.8,6.9,7,7.2,8.4,8.4,7.2,3.5,9.5
2020,3,8,12,73.9,73.9,50.5,49.6,47.3,50.2,46.2,46.8,49.1,46.8,48.3,52.4,21,21,21,21.9,20.7,20.3,20.5,7.3,7.3,7.5,7.1,7.5,7.4,7.8,8.8,8.9,7.8,3.6,9.3
2020,3,8,13,75.2,75.2,51.3,48.5,47.7,49.9,48.2,50.4,48.7,50.4,50.5,53.5,20.3,20.3,20.3,21.4,21.8,21.2,22.1,7.2,7.2,7,6.8,6.9,7.2,7.2,8.6,8.6,7.4,3.6,8.9
2020,3,8,14,70.1,70.1,46.7,44.6,43.9,46.5,44.6,48.4,45,48.4,47.8,50.1,17.5,17.5,17.5,19.6,19.5,19.6,21.2,6.3,6.3,6.3,6,5.9,6.1,6.3,7.9,7.7,6.8,3.2,6
2020,3,8,15,55.8,55.8,39.2,36.2,35.8,38,36.4,41.2,38.4,41.2,40.3,42.6,14.3,14.3,14.3,13.6,14.6,16.4,17.1,5.3,5.3,5.3,5.1,4.5,4.8,3.6,6.6,6.3,5.6,2.6,2.7
2020,3,8,16,34,34,23.1,20.7,20.1,20.6,19.9,24.9,22.2,24.9,24.5,28.7,10.8,10.8,10.8,11.5,9.7,10.5,11.3,3.2,3.2,3.7,3.3,3.5,3.2,3.2,4.2,4.2,3.7,1.7,3.6
2020,3,8,17,4.9,4.8,8.6,7.3,7.2,7.9,6.9,8.9,4.5,8.9,8.9,10.1,3.6,3.6,3.6,4.2,4.2,3.8,4.2,1,1,1.3,1,1.2,0.9,1.4,1.5,1.4,1.3,0.6,0.1
2020,3,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,9,7,0,0,0.4,0,0.2,0.5,0.4,0.6,0.3,0.6,0.6,0.3,0,0,0,0.2,0.1,0.2,0.2,0.3,0.3,0,0.2,0.2,0.3,0.1,0.1,0,0.1,0,0.5
2020,3,9,8,10.2,10.2,7.5,8.6,7.4,0.4,0,1.5,0,1.5,1.5,9,5.2,5.2,5.2,4.4,5.8,5.9,6.8,1.7,1.7,1.2,2,1.8,1.9,2,2.1,1.7,1.8,0.7,2.8
2020,3,9,9,19.6,19.6,18.1,0.3,1.3,16.4,8.7,10.7,11.8,10.7,10.7,0.6,9.6,9.6,9.6,10.2,6.9,2.6,5.9,3,3,0.1,1.5,3.2,2.2,4.3,4.4,4.3,3.8,1.8,5.4
2020,3,9,10,1.5,1.5,12,1,1,1,1,10.7,1.1,10.7,10.9,2.1,13.3,13.3,13.3,12,10.1,6.4,6,3.4,3.4,0.2,2.2,4.3,4.9,5.9,5.4,6.3,4.4,2.6,5.6
2020,3,9,11,2.7,2.7,1.8,1.9,1.7,1.8,2.3,1.9,1.7,1.9,2,3.3,4.2,4.2,4.2,6,7.7,2.9,2.5,5.8,5.8,6.1,4.6,5.7,6.6,6.7,6.6,6.3,5.3,2.6,3.2
2020,3,9,12,3.8,3.8,2.2,2.3,2.1,2.2,2.1,2.3,2.1,2.3,2.3,3.4,1.7,1.7,1.7,1.1,1.1,1,1.3,7.3,7.3,7.2,7.3,7.2,7.6,8,0.5,2.4,0.4,1,2.1
2020,3,9,13,2.8,2.8,2,1.8,1.8,1.8,1.8,2,1.7,2,2,2.9,0.9,0.9,0.9,0.9,0.9,0.9,1.1,7.3,7.3,7.5,7.1,7.5,7.5,8.2,2.3,4.5,0.3,1.9,1.8
2020,3,9,14,1.7,1.7,2.5,1.2,1,1.7,1.1,1.2,1,1.2,1.2,1.6,1.2,1.2,1.2,0.5,0.5,0.7,3.6,6.7,6.7,6.9,5.4,6.9,6.8,7.5,3.2,0.2,0.2,0.1,2.4
2020,3,9,15,0.6,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.4,0.4,0.6,0.2,0.2,0.2,0.2,0.2,0.2,3.9,5.5,5.5,5.5,5.2,5.5,5.6,6,1.7,0.1,0.1,0,5.2
2020,3,9,16,0.1,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0.1,0.1,0,0,0,0,0,0,0,3.6,3.6,3.8,3.5,3.8,3.6,4.3,0,1.9,0,0.8,4.4
2020,3,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,1.1,1.4,1,1.4,1,1.7,0,0,0,0,1.5
2020,3,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,10,7,0.7,0.8,0,0.5,0.5,0,0,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0,0.1,0,0.5,0.4,0.4,0.1,0.3,0.2,0.3,0.1,0,0,0,0,0.3
2020,3,10,8,24.6,24.7,11.2,0,14.8,12,13.1,5.7,15.2,5.7,5.7,18.3,6.8,6.9,6.9,0.5,7,0,5.3,2.6,2.6,2.6,2.5,2.6,2.6,2.9,0,0,0.2,0,3.7
2020,3,10,9,45.7,45.8,25,0.5,0.4,2.7,24.2,28.3,29.9,28.3,28.5,34.5,13,13.1,13.1,0.3,13.4,0.2,6.9,4.8,4.8,4.8,4.7,4.8,4.8,5.3,0.1,1.5,0.3,0.6,6.6
2020,3,10,10,58.8,58.8,1.5,1.3,1.5,1.4,12.2,42.1,41.6,42.1,43.1,43.4,17.6,17.6,17.6,0.8,18.2,3.3,5.3,6.4,6.4,6.2,6.3,6.3,6.5,6.9,2.5,5.2,3.6,2.1,8.4
2020,3,10,11,11.8,11.8,2.4,4.1,1.9,2.6,3.1,34.4,39.7,34.4,34.8,33.2,19.5,19.6,19.6,4.1,18.4,1.2,3.8,7.5,7.5,6.8,7.4,7.2,7.6,7.9,3,7.7,3.9,3.2,9.1
2020,3,10,12,4.5,4.5,2.4,23.8,20.4,22.6,25.9,3.8,3.9,3.8,3.8,10.3,18.2,18.2,18.2,4.6,17,1.4,1.3,8,8,5,7.9,7.5,8.1,8.3,2.1,7.5,0.6,3.1,9.2
2020,3,10,13,3.1,3.1,9.5,40.1,18.2,9.9,2.2,2.1,7.3,2.1,2.1,2.9,4.8,4.8,4.8,6.5,1.4,6.1,1.1,7.8,7.8,3.2,7.7,7.3,7.9,8,1.4,5.6,5.7,2.3,8.5
2020,3,10,14,1.8,1.8,1.5,43,35,19.5,17.1,1.3,1.3,1.3,1.3,1.7,16.3,16.3,16.3,0.5,13.8,13.6,2.4,6.8,6.8,3.6,6.8,6.7,6.9,7.4,0.3,4.3,1.1,1.8,6.1
2020,3,10,15,0.7,0.7,0.6,35.3,19.9,11.5,0.5,0.4,12.2,0.4,0.4,0.6,16.6,16.6,16.6,3.8,0.2,0.2,0.5,4.7,4.7,4.5,5.3,5,5.4,5.3,5.1,3.2,0.1,1.3,4.6
2020,3,10,16,11.5,11.5,1.9,25.4,20.9,21.2,18,0.6,15.6,0.6,0.6,0.1,9.6,9.6,9.6,0,7.8,5.9,0,3.7,3.7,4,3.6,4,3.7,4.5,0.3,0.8,0,0.3,4.2
2020,3,10,17,3.7,3.7,0,9.3,7.7,7.1,3.8,1,2.7,1,1,0,1.1,1.1,1.1,0,0.2,0,0,1.1,1.1,1.4,1.1,1.4,1.1,1.7,0,0,0,0,1.5
2020,3,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,11,7,0.9,1,0.8,0.6,0.6,0.7,0.6,0.6,0.8,0.6,0.6,0.5,0.4,0.4,0.4,0.5,0.2,0.3,0.3,0.3,0.3,0.1,0.3,0.2,0.4,0.2,0.1,0.2,0.2,0.1,0.5
2020,3,11,8,25.4,25.5,17.2,16,16.1,16.4,16,16.9,16.6,16.9,17.4,19,7.5,7.5,7.5,7.8,7.5,7.2,8,2.8,2.8,2.6,2.7,2.6,2.8,2.9,3.1,2.2,2.5,0.9,3.2
2020,3,11,9,49.8,49.9,32.5,31.8,30.9,31.2,30.1,32.4,31.1,32.4,33.1,36.1,14,14,14,14.6,14.1,13.6,15.1,5,5,4.9,4.9,4.9,5.2,5.3,5.8,4.9,4.7,2,6.3
2020,3,11,10,67.7,67.8,42.2,42.9,41.4,40.7,39.4,44.1,40.7,44,44.5,48.2,18.8,18.8,18.8,19.5,18.9,18.2,20.1,6.6,6.6,6.4,6.5,6.4,6.8,6.9,7.7,7.5,6.4,3.1,8.9
