Year,Month,Day,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2020,9,9,22,26,19,13,29,112,49,40,47,23,17,33,33,33,36,36,41,34,19,25,89,93,89,89
2020,9,10,93,93,94,90,88,136,87,81,57,31,19,33,33,33,36,36,41,33,10,17,7,6,24,54
2020,9,11,38,40,32,19,3,106,21,21,19,16,16,33,33,33,36,36,41,43,62,82,55,88,91,92
2020,9,12,93,95,92,92,91,140,95,93,93,91,87,79,66,69,75,92,102,123,92,91,93,92,91,92
2020,9,13,93,88,82,78,66,124,66,55,30,16,16,33,33,33,36,36,49,8,3,25,19,20,20,23
2020,9,14,30,20,11,12,6,106,21,22,18,16,16,33,33,34,37,37,42,6,3,3,3,3,3,3
2020,9,15,3,3,3,5,5,106,21,21,16,16,17,34,36,35,36,61,46,59,59,66,83,92,92,93
2020,9,16,92,92,94,93,92,140,94,94,94,89,84,88,107,119,115,99,100,91,93,93,93,89,87,91
2020,9,17,92,94,97,98,79,81,94,95,124,123,105,108,80,93,99,102,99,79,85,83,93,88,90,84
2020,9,18,82,76,60,69,75,135,81,79,79,53,57,66,36,38,41,48,59,57,39,62,76,75,90,93
2020,9,19,91,92,93,91,93,144,96,99,94,93,93,99,94,90,82,77,78,75,86,92,92,93,92,92
2020,9,20,93,91,89,86,89,141,95,95,93,51,32,38,37,35,36,45,39,3,3,3,6,8,7,14
2020,9,21,14,15,15,19,14,109,43,48,36,30,16,33,33,38,42,44,43,59,69,47,58,87,75,69
2020,9,22,93,93,92,91,93,142,98,98,92,94,93,98,95,91,109,84,75,54,47,66,71,76,79,91
2020,9,23,92,93,92,93,95,96,99,95,93,93,91,95,98,99,99,100,101,92,91,88,86,92,82,62
2020,9,24,72,84,75,64,65,126,82,80,80,97,96,97,97,97,100,102,99,94,93,91,92,91,91,91
2020,9,25,93,92,92,92,92,140,94,95,90,58,45,43,49,52,49,53,40,3,3,9,19,8,13,11
2020,9,26,9,13,11,14,9,106,25,24,19,16,16,33,33,36,43,49,46,3,3,5,7,8,11,16
2020,9,27,16,26,29,24,27,108,30,31,26,17,16,33,33,34,37,42,37,10,14,14,18,15,19,21
2020,9,28,13,9,8,5,3,106,23,23,39,29,19,33,33,33,36,42,36,3,3,3,3,3,18,29
2020,9,29,23,26,15,14,16,109,31,25,19,16,22,37,36,36,38,43,38,7,14,12,3,3,5,3
2020,9,30,3,3,3,3,3,106,22,21,17,19,16,33,33,33,36,41,33,3,3,3,3,3,3,3
2020,10,1,3,3,3,3,3,106,21,21,16,16,21,33,35,37,41,46,37,16,22,30,33,35,37,34
2020,10,2,26,20,11,15,14,106,24,25,21,18,16,33,35,34,37,41,33,14,3,3,15,28,35,36
2020,10,3,43,55,68,78,82,136,88,85,72,68,49,56,61,62,64,68,64,75,41,58,86,92,92,93
2020,10,4,94,91,93,87,86,88,97,88,129,114,81,80,78,73,68,88,80,3,3,9,3,10,11,3
2020,10,5,9,6,3,3,33,43,64,67,74,55,25,35,33,65,61,81,82,16,15,8,5,6,8,10
2020,10,6,13,15,14,10,3,3,21,22,17,16,16,33,35,35,37,42,34,67,70,89,92,91,91,73
2020,10,7,68,86,86,87,90,93,94,94,93,94,85,65,37,38,39,43,46,40,48,69,67,75,74,60
2020,10,8,47,27,36,40,44,39,40,47,44,40,19,34,40,41,41,43,36,25,16,39,57,70,72,87
2020,10,9,89,88,88,89,91,91,96,98,106,99,75,71,65,81,86,76,69,47,39,57,85,87,94,91
2020,10,10,92,92,91,91,93,93,95,95,95,70,48,33,33,33,36,43,38,18,19,26,17,12,4,3
2020,10,11,3,12,3,3,6,16,35,49,51,40,28,33,33,33,36,41,33,3,5,32,42,73,85,87
2020,10,12,87,86,86,91,90,93,94,93,92,93,93,98,99,99,98,105,103,89,84,92,92,91,91,92
2020,10,13,93,93,94,89,88,84,82,62,43,38,19,33,33,33,36,41,33,3,3,3,13,12,3,3
2020,10,14,3,3,3,3,3,3,21,21,16,16,16,33,33,33,36,41,33,3,3,3,3,3,3,3
2020,10,15,3,3,4,3,3,3,21,21,16,16,16,33,33,33,36,41,33,3,3,3,3,6,12,11
2020,10,16,10,10,10,4,18,27,30,27,52,51,52,35,82,82,61,81,83,3,3,3,3,4,7,8
2020,10,17,3,3,3,3,3,8,35,47,71,71,71,72,83,72,61,81,35,9,13,28,43,48,88,91
2020,10,18,94,89,78,62,82,98,70,66,83,111,76,96,102,98,103,85,95,91,92,94,81,59,56,56
2020,10,19,56,56,56,71,80,87,91,100,109,105,105,92,87,81,70,70,68,38,22,53,84,85,85,80
2020,10,20,70,88,91,90,90,90,94,93,91,87,67,52,50,40,41,42,34,23,29,22,20,16,14,25
2020,10,21,30,24,39,46,44,65,86,89,92,90,61,71,73,75,75,93,121,92,91,88,71,88,71,72
2020,10,22,78,74,67,71,75,67,74,65,61,59,60,74,80,79,82,79,105,83,65,56,56,56,56,61
2020,10,23,61,74,95,93,92,92,95,95,93,89,75,71,66,72,70,80,108,55,57,52,36,28,24,23
2020,10,24,22,35,30,22,17,20,30,33,28,24,16,33,34,35,39,45,68,20,25,37,55,69,71,76
2020,10,25,78,80,70,53,48,39,45,35,28,41,28,35,33,33,36,42,25,8,32,84,85,65,72,89
2020,10,26,90,89,88,89,87,84,85,81,72,48,32,35,35,35,37,43,36,3,3,3,3,3,10,19
2020,10,27,19,46,77,84,91,92,96,101,109,110,106,104,102,112,103,83,76,96,95,98,80,87,70,68
2020,10,28,70,77,76,77,79,94,137,96,97,92,94,99,95,93,95,94,79,86,87,89,92,93,90,85
2020,10,29,81,85,84,83,85,90,139,95,95,92,67,50,56,70,71,74,53,12,24,41,62,71,83,87
2020,10,30,89,93,92,92,92,93,140,94,93,94,77,88,90,89,86,81,65,35,48,69,74,53,43,35
2020,10,31,32,33,46,72,85,90,141,93,92,93,88,55,66,70,73,75,66,76,86,92,91,92,92,91
2020,11,1,91,93,97,98,96,97,144,79,74,69,58,68,77,66,72,70,62,65,75,89,91,92,91,94
2020,11,2,92,91,91,92,92,92,135,59,47,43,82,76,65,60,53,49,21,26,23,25,25,17,15,19
2020,11,3,18,12,8,5,3,3,106,21,16,17,16,33,35,37,48,56,47,21,36,70,77,81,78,85
2020,11,4,89,85,74,77,80,74,130,79,75,73,55,56,48,43,48,46,17,38,58,83,93,93,91,91
2020,11,5,92,92,91,91,90,92,140,95,93,89,86,66,52,53,70,94,87,91,93,92,92,91,94,96
2020,11,6,96,87,86,91,94,88,138,91,106,108,109,99,103,99,100,100,92,92,96,97,96,74,58,61
2020,11,7,56,56,56,56,56,56,119,59,58,64,94,98,97,98,98,96,90,71,81,56,60,56,56,56
2020,11,8,56,56,56,56,56,56,119,59,58,58,60,71,74,103,101,101,90,92,91,93,93,91,71,56
2020,11,9,56,56,56,56,56,59,128,70,66,68,72,76,79,79,82,81,56,56,56,56,56,56,56,56
2020,11,10,56,56,56,56,56,56,119,59,58,63,72,86,103,100,91,76,56,70,58,56,56,56,56,68
2020,11,11,81,80,98,96,92,91,141,95,93,91,69,78,64,57,76,76,79,59,63,23,32,60,78,70
2020,11,12,57,54,75,84,67,87,141,95,94,93,94,95,90,88,93,82,84,93,92,93,88,93,95,93
2020,11,13,91,91,91,92,91,92,140,93,92,92,92,97,99,102,98,82,83,56,70,97,94,92,91,90
2020,11,14,88,91,97,97,96,97,142,94,93,95,94,98,114,120,116,133,97,95,98,57,62,56,56,56
2020,11,15,56,56,56,56,56,56,119,59,58,58,58,65,74,65,73,85,76,98,97,72,71,65,97,93
2020,11,16,70,68,56,56,61,92,140,96,94,64,58,76,65,66,69,66,79,66,57,56,64,85,71,68
2020,11,17,70,57,58,58,68,71,133,100,95,92,95,94,92,93,97,91,75,61,54,66,82,92,94,97
2020,11,18,92,90,67,56,56,59,123,72,70,58,79,65,65,65,69,66,75,63,61,75,75,98,68,56
2020,11,19,56,56,95,91,92,92,140,98,92,94,84,56,40,36,45,57,39,52,59,76,79,50,36,45
2020,11,20,48,48,39,30,18,8,106,30,39,33,23,36,39,41,49,41,12,5,8,24,21,23,31,30
2020,11,21,28,19,16,11,16,11,106,21,16,16,17,33,33,35,44,38,24,78,93,92,93,92,92,92
2020,11,22,92,92,91,91,91,91,139,93,92,94,95,100,97,97,101,105,63,56,56,56,56,56,56,56
2020,11,23,56,56,69,83,97,91,140,94,93,94,86,53,39,36,45,42,14,9,3,3,3,13,23,50
2020,11,24,68,88,92,93,74,76,128,85,88,99,98,95,90,103,106,93,91,92,91,94,95,70,98,94
2020,11,25,96,92,93,90,98,89,133,77,77,82,94,98,101,102,100,92,95,92,94,94,97,74,94,88
2020,11,26,56,56,56,56,56,56,119,59,58,58,58,65,67,67,71,66,60,72,56,56,56,56,56,56
2020,11,27,56,67,56,57,75,56,119,59,58,60,77,80,88,102,100,98,91,92,91,98,70,68,63,59
2020,11,28,61,73,73,77,90,95,144,99,107,96,99,102,103,102,102,99,92,92,87,76,67,73,74,72
2020,11,29,64,41,50,72,89,92,141,95,94,94,94,98,97,98,103,73,56,56,56,56,56,57,61,74
2020,11,30,84,83,56,56,56,56,119,73,117,134,115,126,124,120,120,110,93,56,58,84,85,89,93,87
2020,12,1,93,93,87,79,65,39,120,79,81,90,87,93,91,90,96,94,88,63,59,56,61,59,61,65
2020,12,2,65,60,56,54,45,37,110,31,25,19,16,33,33,36,41,36,3,3,9,9,14,37,64,73
2020,12,3,84,91,93,91,94,80,124,61,58,58,58,90,98,97,101,106,91,93,92,92,92,91,93,95
2020,12,4,94,96,94,97,95,89,144,94,92,92,93,98,98,99,100,95,84,71,68,60,49,40,33,33
2020,12,5,23,27,24,22,17,17,107,26,16,16,16,33,33,36,42,37,7,7,20,18,12,14,21,42
2020,12,6,49,59,59,55,50,61,130,83,86,89,88,85,71,59,56,51,28,32,62,82,45,41,78,77
2020,12,7,59,58,56,84,87,88,139,96,95,94,92,93,96,98,102,99,95,92,91,92,92,91,92,91
2020,12,8,92,92,92,92,93,85,128,61,52,61,51,43,33,33,41,36,3,3,7,9,6,3,3,6
2020,12,9,5,5,9,9,7,4,106,23,22,25,25,37,35,33,42,37,14,19,20,11,23,26,34,50
2020,12,10,79,88,91,89,89,89,140,96,95,94,94,99,99,97,99,97,92,94,92,92,92,92,92,92
2020,12,11,92,92,92,92,92,91,139,93,92,92,93,98,98,99,100,98,92,91,91,91,92,92,92,92
2020,12,12,93,93,94,95,94,93,143,100,109,106,97,104,102,97,112,98,91,63,88,88,83,85,86,91
2020,12,13,88,73,98,91,92,92,139,94,92,98,93,98,98,98,100,99,92,62,65,56,59,56,56,56
2020,12,14,70,67,72,78,97,95,98,93,93,77,71,73,90,100,94,66,56,56,57,56,56,56,56,59
2020,12,15,56,56,56,56,56,64,63,70,83,58,58,83,65,66,69,66,96,91,93,87,93,96,80,83
2020,12,16,64,62,63,56,56,56,56,59,58,58,58,65,65,65,69,66,56,56,56,56,56,56,56,56
2020,12,17,56,56,56,73,93,92,69,43,28,50,55,67,86,98,100,93,98,92,91,80,59,59,56,56
2020,12,18,56,56,56,58,56,61,96,68,59,78,78,70,74,72,85,73,66,70,94,96,88,93,91,93
2020,12,19,93,93,85,73,68,50,57,87,100,103,87,90,77,65,60,54,52,39,28,19,16,7,9,8
2020,12,20,5,12,19,22,18,13,16,26,22,20,22,34,33,33,41,37,7,21,25,41,50,42,26,21
2020,12,21,17,12,7,13,14,15,20,29,25,23,24,34,33,37,42,36,12,19,19,40,58,49,41,31
2020,12,22,43,39,46,38,36,37,38,40,30,24,21,36,33,33,41,36,3,3,4,9,11,6,6,3
2020,12,23,3,3,3,5,4,4,5,21,16,16,19,38,37,34,43,48,70,93,92,91,91,91,91,93
2020,12,24,95,84,56,56,81,87,93,98,68,87,94,99,97,98,90,60,18,85,93,93,92,92,68,83
2020,12,25,91,90,90,85,86,50,17,44,65,68,52,43,40,41,42,36,3,3,3,17,24,36,59,75
2020,12,26,64,84,94,93,91,91,93,100,98,98,98,97,99,101,92,76,89,91,93,94,96,94,91,91
2020,12,27,92,93,91,86,72,43,15,25,30,52,69,86,76,76,91,93,93,94,97,81,56,56,56,78
2020,12,28,96,82,67,56,57,56,68,77,63,75,97,98,98,97,100,98,92,40,42,36,17,7,3,3
2020,12,29,6,5,3,3,3,3,3,22,19,21,20,35,39,40,43,41,22,60,84,90,94,93,91,92
2020,12,30,93,92,92,93,93,94,97,112,118,119,125,124,124,101,103,72,64,89,66,65,56,65,81,72
2020,12,31,67,60,77,98,97,95,92,93,93,93,92,46,35,33,42,37,8,42,58,58,54,58,60,58
