Year,Month,Day,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2020,9,9,47,46,43,42,48,57,63,65,70,66,68,70,73,74,76,73,71,71,67,66,82,81,75,72
2020,9,10,73,72,72,70,69,74,74,76,70,64,64,65,66,67,67,64,63,63,58,57,52,47,47,56
2020,9,11,47,46,43,39,37,47,49,54,57,59,61,62,64,66,67,64,62,66,71,76,65,74,73,71
2020,9,12,69,68,68,68,69,73,75,77,80,80,79,75,72,73,75,79,82,97,79,77,77,74,72,71
2020,9,13,70,67,63,61,56,60,60,59,53,52,55,57,59,61,58,59,62,54,54,56,52,49,44,43
2020,9,14,43,39,35,36,37,46,48,54,57,59,62,64,67,69,71,69,67,61,61,58,54,50,45,41
2020,9,15,39,37,36,36,38,47,49,54,57,60,64,66,69,71,71,77,71,74,74,74,76,77,74,73
2020,9,16,71,70,71,70,71,76,77,81,83,83,82,83,100,102,111,89,89,84,82,83,81,76,72,71
2020,9,17,71,68,67,67,60,75,100,93,100,102,97,98,79,85,88,91,84,75,78,76,79,74,72,67
2020,9,18,65,61,55,59,62,71,70,82,80,70,73,77,59,61,61,59,64,63,57,65,68,65,70,70
2020,9,19,68,66,68,67,66,68,67,72,74,77,78,79,77,76,70,68,68,67,72,75,74,73,70,68
2020,9,20,69,67,65,63,65,71,71,74,75,59,54,53,54,55,52,54,53,48,49,47,45,41,37,36
2020,9,21,35,34,33,35,35,48,52,59,57,57,55,56,58,62,63,60,60,67,70,61,63,70,63,58
2020,9,22,69,68,67,67,67,71,72,75,78,80,82,83,83,82,98,77,74,66,64,69,68,67,65,70
2020,9,23,69,69,68,66,67,114,87,77,80,81,81,81,83,84,84,81,78,77,77,75,72,72,60,50
2020,9,24,53,57,53,49,50,59,64,66,68,75,78,80,81,82,79,79,80,75,76,76,74,72,69,68
2020,9,25,68,67,67,67,68,74,75,77,77,66,62,58,61,62,57,57,52,45,47,46,45,41,39,35
2020,9,26,33,33,31,32,31,40,41,46,48,49,50,50,51,53,52,53,53,43,45,43,42,39,37,36
2020,9,27,34,37,37,35,36,41,42,47,48,47,49,50,51,53,50,51,55,47,49,48,46,42,40,38
2020,9,28,34,32,31,31,33,43,46,51,59,58,57,58,60,61,60,60,62,54,54,52,48,44,42,42
2020,9,29,39,39,35,34,37,49,50,52,54,55,59,61,63,65,63,63,65,56,57,54,49,45,41,37
2020,9,30,35,33,32,33,35,44,46,51,54,57,58,60,63,64,63,71,64,56,56,53,49,44,40,36
2020,10,1,35,33,33,33,35,44,45,50,53,56,60,60,64,65,64,72,65,57,58,57,55,52,48,45
2020,10,2,40,37,34,35,37,45,46,51,54,55,57,59,62,64,61,68,61,54,52,50,49,49,48,46
2020,10,3,47,52,57,61,62,69,69,70,68,68,63,64,68,69,67,74,69,70,58,63,72,73,72,71
2020,10,4,71,68,70,65,65,65,100,89,91,84,84,84,84,96,79,73,99,49,49,48,46,44,41,37
2020,10,5,37,35,34,34,44,50,78,81,81,72,61,61,61,81,68,66,80,54,55,52,49,45,41,39
2020,10,6,37,37,36,35,35,38,46,51,54,56,58,59,62,62,59,67,60,70,71,77,77,73,71,61
2020,10,7,59,66,65,65,68,71,75,77,79,81,79,70,61,62,59,66,63,60,63,69,67,66,64,57
2020,10,8,50,40,43,45,48,48,53,59,61,61,56,56,59,60,55,61,55,51,50,55,61,63,61,67
2020,10,9,67,66,66,66,68,70,88,91,89,86,73,70,68,83,72,71,67,56,54,60,69,69,70,68
2020,10,10,66,65,66,66,67,67,71,74,76,66,58,48,49,49,45,57,52,45,46,46,42,39,35,32
2020,10,11,31,32,29,29,30,32,44,53,56,53,51,48,48,49,46,56,50,43,45,50,51,62,65,65
2020,10,12,65,64,63,66,67,70,74,76,77,78,79,80,81,81,77,82,76,74,72,75,71,70,69,68
2020,10,13,68,68,68,65,66,65,68,63,57,57,53,52,53,54,50,59,52,46,46,45,44,40,35,33
2020,10,14,31,30,30,31,32,35,43,47,49,50,51,52,53,54,51,60,53,46,47,45,42,38,35,32
2020,10,15,31,30,30,30,32,35,43,47,49,51,52,52,53,54,51,60,53,47,47,45,42,39,37,34
2020,10,16,33,32,32,31,36,41,47,49,64,65,66,53,74,74,85,55,82,45,45,43,42,39,37,35
2020,10,17,32,31,31,31,31,33,86,84,74,75,75,76,79,76,81,50,46,40,42,45,49,50,66,67
2020,10,18,65,59,54,47,56,63,54,68,74,86,62,68,72,74,70,68,69,71,72,70,60,50,47,46
2020,10,19,45,44,44,51,56,61,66,82,88,87,88,75,73,71,63,70,66,53,48,58,68,67,65,61
2020,10,20,57,65,66,66,66,68,73,76,76,74,68,58,57,54,49,57,50,47,49,46,43,39,36,37
2020,10,21,38,35,41,45,45,57,69,73,76,76,65,66,67,68,65,78,92,74,73,66,58,62,53,52
2020,10,22,54,52,49,51,54,53,59,59,59,60,61,63,66,66,64,69,90,65,59,54,53,50,48,48
2020,10,23,47,52,61,65,66,69,74,76,76,76,70,67,66,69,65,75,95,60,61,57,49,43,39,37
2020,10,24,36,40,37,35,33,35,43,48,49,49,47,47,48,49,46,57,90,45,46,49,55,59,59,60
2020,10,25,60,60,55,48,46,41,48,47,47,53,49,47,47,47,44,55,50,43,49,68,67,58,58,66
2020,10,26,66,65,64,65,65,65,69,70,68,61,57,54,55,56,52,52,55,48,47,45,42,39,36,36
2020,10,27,35,46,59,63,68,70,87,84,85,86,85,87,76,90,75,64,62,73,73,71,62,62,53,51
2020,10,28,51,54,53,54,56,64,66,69,75,77,79,80,78,76,74,79,67,72,72,72,73,72,68,64
2020,10,29,61,62,62,62,64,68,73,75,77,77,67,57,60,66,63,71,56,45,48,52,59,60,64,64
2020,10,30,66,67,67,67,68,69,73,75,76,78,71,72,74,74,69,66,61,51,56,63,63,53,46,41
2020,10,31,39,39,45,57,63,66,72,73,74,75,73,57,62,64,62,62,60,65,69,71,70,68,68,66
2020,11,1,66,65,63,62,61,63,67,58,59,59,55,56,60,56,55,53,52,55,60,65,65,69,68,69
2020,11,2,67,65,66,67,67,68,69,61,57,57,72,68,64,61,52,50,45,49,48,47,46,41,38,37
2020,11,3,35,32,31,30,31,33,42,46,47,49,49,49,50,51,49,53,54,47,50,63,65,65,62,64
2020,11,4,65,63,58,59,61,60,66,67,68,68,62,59,55,53,49,48,44,53,61,69,73,71,69,68
2020,11,5,67,67,66,66,66,69,73,75,76,75,74,64,57,57,62,71,70,74,75,73,72,70,67,66
2020,11,6,63,58,58,60,62,60,66,69,82,83,85,75,74,76,74,74,73,74,71,70,69,57,50,49
2020,11,7,46,45,44,44,44,45,51,54,55,58,70,74,74,76,71,70,70,64,62,52,53,50,48,47
2020,11,8,45,45,44,44,44,44,50,53,54,55,57,58,60,72,73,73,70,73,72,70,72,69,53,46
2020,11,9,45,44,44,44,45,48,60,61,61,63,65,64,66,66,64,63,56,58,57,56,54,52,50,48
2020,11,10,46,46,45,45,46,47,54,57,59,61,65,69,76,75,68,62,57,63,58,56,54,52,50,52
2020,11,11,57,55,63,64,66,68,74,76,77,77,69,70,65,62,66,66,69,64,64,48,49,58,63,59
2020,11,12,52,50,58,62,55,65,74,74,77,77,78,77,74,73,72,67,70,76,75,74,71,72,67,66
2020,11,13,67,66,66,66,66,68,72,72,75,76,76,76,75,74,68,62,63,55,59,70,70,69,68,61
2020,11,14,59,60,62,63,64,64,69,70,74,73,76,74,89,88,95,94,68,70,69,52,53,49,48,47
2020,11,15,46,45,44,44,44,44,50,51,54,55,55,55,59,55,53,59,57,69,69,58,56,53,66,62
2020,11,16,51,49,44,44,47,67,73,75,76,60,59,63,59,59,56,55,61,59,55,54,56,62,55,52
2020,11,17,52,45,46,45,51,53,63,71,74,76,78,75,74,74,72,70,65,62,59,62,67,71,67,65
2020,11,18,62,60,50,45,46,50,58,60,63,59,67,60,60,60,57,57,61,59,58,62,61,68,55,48
2020,11,19,46,45,64,66,68,68,73,72,75,75,72,59,52,51,47,55,51,58,60,66,66,53,45,47
2020,11,20,47,47,42,38,35,35,46,48,55,53,51,50,52,52,49,47,43,44,43,45,44,43,43,41
2020,11,21,39,35,33,31,33,33,42,43,45,46,47,46,47,47,44,44,44,66,73,72,72,70,69,68
2020,11,22,67,67,66,66,65,66,71,71,73,73,73,73,75,75,72,70,54,54,54,53,52,50,48,47
2020,11,23,46,45,50,56,64,68,74,75,76,78,74,58,53,52,49,50,46,47,45,43,42,41,41,50
2020,11,24,57,65,65,61,53,55,62,65,69,74,75,71,69,75,72,67,73,75,73,72,68,56,66,63
2020,11,25,65,67,65,59,64,61,65,61,64,67,78,77,75,75,73,65,71,73,72,71,69,58,65,61
2020,11,26,46,45,45,44,45,45,53,51,55,56,56,56,57,56,52,51,50,56,50,49,49,48,47,46
2020,11,27,45,49,44,45,53,45,53,52,55,57,63,62,65,72,71,71,70,72,71,68,56,54,51,48
2020,11,28,48,52,52,53,59,62,69,82,80,70,72,71,71,72,69,70,70,72,69,64,60,61,60,59
2020,11,29,54,43,47,57,65,67,73,72,74,74,74,74,74,72,73,54,50,53,53,52,51,50,50,54
2020,11,30,57,56,45,45,45,48,57,92,82,90,96,90,96,89,79,79,73,61,61,70,69,70,71,66
2020,12,1,68,68,65,61,56,46,61,67,70,75,73,73,73,71,77,71,70,62,61,60,60,58,56,57
2020,12,2,56,53,51,51,47,46,53,50,51,50,49,48,48,48,54,44,43,48,49,48,47,52,60,61
2020,12,3,65,69,70,68,68,61,63,59,61,60,60,68,75,76,81,78,72,76,76,76,75,73,71,69
2020,12,4,68,67,67,66,65,65,75,76,77,77,77,77,76,76,80,71,68,65,64,61,56,50,46,44
2020,12,5,40,40,39,39,37,38,48,46,47,47,47,45,45,45,40,40,38,42,45,44,42,42,41,47
2020,12,6,49,54,54,52,50,55,67,67,71,73,72,68,62,56,48,47,44,49,61,68,53,50,63,62
2020,12,7,54,53,53,64,66,68,76,77,78,78,77,74,76,77,74,74,70,75,75,75,74,72,70,68
2020,12,8,68,68,68,69,70,67,69,63,61,64,60,52,47,47,43,43,41,45,46,45,44,41,38,35
2020,12,9,34,33,34,34,36,38,49,48,51,51,51,50,48,47,43,43,43,48,48,45,47,45,45,50
2020,12,10,62,65,67,67,67,69,76,76,78,78,78,77,77,76,73,72,72,76,75,74,73,71,70,69
2020,12,11,68,67,67,68,68,69,75,74,76,76,75,75,75,75,72,72,71,73,73,72,71,70,69,67
2020,12,12,66,66,65,65,66,66,71,70,82,81,78,78,77,78,76,70,70,61,71,70,67,67,66,68
2020,12,13,60,53,64,66,66,66,72,73,74,72,73,74,74,73,78,72,71,56,57,54,54,51,49,48
2020,12,14,52,51,53,56,65,68,68,70,71,66,63,61,68,71,72,54,53,57,57,56,55,53,51,50
2020,12,15,48,47,47,47,49,54,55,61,68,59,59,65,58,58,63,55,69,75,77,73,75,70,60,60
2020,12,16,51,49,50,47,49,51,53,58,59,59,59,58,58,58,54,55,54,57,57,56,55,53,51,48
2020,12,17,47,47,47,54,67,71,62,54,52,60,62,64,71,76,73,65,70,74,74,64,56,54,50,48
2020,12,18,47,47,46,48,48,52,67,60,59,66,66,60,61,59,60,57,56,61,69,71,71,73,69,70
2020,12,19,69,69,64,58,57,50,54,69,83,88,72,71,65,60,61,54,54,51,48,44,43,39,38,36
2020,12,20,33,34,36,37,35,35,36,44,47,47,47,45,44,44,51,40,39,46,48,53,56,51,44,40
2020,12,21,37,35,34,36,37,40,43,50,52,52,52,50,48,48,55,44,45,51,52,57,63,57,51,45
2020,12,22,48,46,48,45,46,49,51,55,55,53,52,50,48,48,43,44,43,48,48,49,48,45,42,39
2020,12,23,37,36,36,37,38,41,44,49,52,51,51,52,50,48,45,49,64,77,77,76,75,74,72,70
2020,12,24,68,61,50,50,61,65,69,73,65,71,73,75,76,77,68,56,45,72,78,77,76,75,62,66
2020,12,25,69,68,69,65,67,53,43,56,67,68,63,54,52,50,44,43,41,46,46,47,48,51,58,63
2020,12,26,58,65,70,70,69,69,69,71,73,73,73,74,73,72,61,56,63,67,68,68,70,70,70,70
2020,12,27,69,70,68,65,59,48,39,45,50,58,65,68,64,64,65,68,71,70,69,61,52,51,50,58
2020,12,28,64,58,52,47,48,48,53,60,57,62,72,73,73,73,69,70,69,48,49,47,41,38,36,34
2020,12,29,33,33,32,33,34,36,37,45,48,49,49,48,49,48,42,44,44,61,70,72,74,72,70,69
2020,12,30,69,68,67,66,67,67,67,102,93,91,95,96,87,84,73,56,55,68,59,58,54,56,60,55
2020,12,31,52,49,55,65,66,67,69,74,76,76,77,54,49,47,43,43,42,55,62,61,59,59,58,55
