Year,Month,Day,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2020,9,9,46,45,42,42,46,55,60,63,67,65,67,74,76,78,79,76,74,75,67,65,78,76,71,68
2020,9,10,68,67,66,65,65,70,71,71,66,62,63,69,70,71,71,67,66,68,58,57,52,47,46,52
2020,9,11,45,44,41,38,37,46,48,52,55,57,60,67,68,70,71,67,65,69,67,73,62,70,70,69
2020,9,12,67,67,66,66,66,70,70,74,75,75,75,76,72,74,76,78,80,103,74,73,72,70,69,66
2020,9,13,65,62,59,56,52,56,56,55,51,51,54,61,63,65,62,62,64,54,54,55,51,48,43,41
2020,9,14,41,37,35,35,36,45,47,52,55,58,61,68,71,73,75,71,70,61,60,58,54,49,44,41
2020,9,15,38,37,36,36,38,47,49,53,56,59,63,70,73,75,75,82,73,71,71,70,73,74,71,68
2020,9,16,67,66,65,66,67,72,74,76,78,78,78,84,100,108,106,88,87,81,81,79,76,72,68,69
2020,9,17,67,67,66,66,60,63,77,97,99,100,97,97,80,85,88,93,83,72,74,73,74,69,68,63
2020,9,18,61,57,50,54,58,67,66,78,76,68,70,80,64,65,65,61,65,60,55,61,64,61,65,65
2020,9,19,64,64,63,63,63,68,67,71,72,73,74,79,77,76,70,67,68,64,68,70,69,68,66,65
2020,9,20,63,61,60,58,60,66,67,69,69,55,51,57,58,59,56,58,57,47,49,47,44,41,37,35
2020,9,21,34,33,32,34,34,46,50,55,54,55,54,61,63,66,67,63,63,64,67,58,59,66,59,54
2020,9,22,64,63,63,63,64,70,71,73,74,75,76,82,82,83,104,77,74,63,61,65,64,63,62,65
2020,9,23,65,64,64,64,65,76,75,74,75,75,76,81,83,83,84,81,80,73,74,70,68,67,61,52
2020,9,24,54,58,54,50,52,60,64,65,67,74,76,81,81,82,80,80,79,73,74,73,71,69,66,65
2020,9,25,64,63,63,63,64,70,71,72,72,62,59,61,64,65,60,59,55,45,46,46,44,40,38,35
2020,9,26,33,32,31,31,31,40,41,44,46,47,48,55,56,58,55,56,56,43,44,43,41,39,37,35
2020,9,27,33,35,35,33,35,40,40,44,46,46,47,55,56,58,54,55,59,47,49,47,45,41,39,36
2020,9,28,33,32,31,31,33,43,45,49,56,55,56,62,64,66,63,63,66,54,54,51,48,43,41,41
2020,9,29,38,37,34,34,36,48,48,50,52,54,58,65,67,69,66,66,69,56,56,54,49,45,40,37
2020,9,30,34,33,32,32,34,44,46,49,52,55,57,64,67,69,66,70,68,56,55,53,49,44,40,36
2020,10,1,35,33,32,33,34,44,45,48,51,54,58,65,68,69,66,71,69,56,57,56,53,50,47,43
2020,10,2,39,36,34,35,36,45,46,49,52,54,56,64,66,68,64,67,65,54,52,50,48,47,46,44
2020,10,3,45,48,53,57,58,65,65,66,63,64,60,66,69,70,67,71,70,67,56,59,68,68,68,66
2020,10,4,65,63,64,61,60,61,72,74,75,68,86,83,83,84,87,76,87,48,49,48,45,43,40,37
2020,10,5,36,35,34,34,43,48,62,83,83,70,59,65,66,84,74,78,90,54,54,52,48,44,41,38
2020,10,6,37,36,35,34,35,38,45,49,52,55,57,64,66,66,62,66,65,66,67,73,72,69,66,57
2020,10,7,54,61,61,61,63,66,70,73,75,76,74,71,65,66,62,65,67,58,61,65,63,63,60,52
2020,10,8,46,39,41,43,46,46,52,56,58,58,55,61,63,64,58,60,60,50,49,53,57,59,57,62
2020,10,9,62,61,61,62,63,65,73,90,83,82,68,70,69,84,78,67,68,54,52,56,65,64,65,64
2020,10,10,64,63,63,62,62,63,67,69,70,61,55,54,54,54,50,56,56,44,45,45,41,38,35,32
2020,10,11,31,31,29,29,30,31,42,49,52,50,48,53,54,55,50,55,55,43,44,48,49,58,61,60
2020,10,12,60,59,59,61,62,64,70,72,73,74,75,79,79,80,77,81,80,69,68,71,68,67,66,64
2020,10,13,63,63,62,60,61,61,64,58,54,54,51,57,58,59,54,58,57,45,46,45,43,40,35,32
2020,10,14,31,30,30,30,32,35,43,45,47,49,50,57,58,59,55,59,58,46,46,45,42,38,34,32
2020,10,15,31,30,30,30,32,35,43,45,47,49,50,57,58,59,55,59,58,47,47,45,42,39,36,34
2020,10,16,32,31,31,30,35,39,46,47,62,63,64,57,85,85,78,69,79,45,45,43,41,39,36,34
2020,10,17,32,31,30,30,31,32,54,54,78,79,79,75,76,75,74,65,52,40,41,43,47,47,61,63
2020,10,18,63,59,54,48,56,63,56,68,80,89,62,73,75,75,72,68,73,68,69,68,61,52,49,48
2020,10,19,47,46,46,52,57,61,67,81,91,83,84,75,73,71,63,66,67,51,47,55,64,63,61,57
2020,10,20,52,60,61,61,61,63,68,70,70,70,63,61,61,58,52,56,55,46,48,45,42,38,35,36
2020,10,21,36,34,39,42,42,53,65,68,70,70,61,67,68,69,65,74,98,70,71,66,59,63,54,54
2020,10,22,55,53,50,52,55,54,61,59,59,60,61,69,71,71,68,70,88,66,60,56,54,52,49,50
2020,10,23,49,53,61,63,64,65,69,70,71,70,66,68,67,70,65,71,89,56,57,54,47,42,38,36
2020,10,24,34,38,35,33,32,34,42,45,46,47,46,53,53,54,50,55,78,44,45,47,51,55,54,55
2020,10,25,55,56,51,44,42,39,46,44,44,50,47,52,52,53,48,54,52,43,48,64,63,53,54,61
2020,10,26,60,60,59,60,60,61,65,65,64,57,54,58,59,60,56,55,59,48,47,45,42,38,36,35
2020,10,27,34,42,55,58,62,66,74,83,83,84,84,90,80,92,82,68,63,72,72,71,63,63,55,52
2020,10,28,53,55,54,55,57,64,67,70,73,74,74,78,77,76,73,75,64,68,68,68,68,66,63,59
2020,10,29,57,58,58,58,60,63,68,70,72,71,62,61,62,67,63,67,53,45,47,50,55,56,60,60
2020,10,30,60,62,61,63,63,65,69,71,72,72,66,73,74,74,69,65,57,49,53,59,59,49,44,39
2020,10,31,37,37,41,52,58,61,67,69,70,71,68,59,63,65,62,61,56,62,65,68,67,66,64,63
2020,11,1,63,63,62,62,61,62,67,59,59,59,56,62,66,62,60,58,54,57,61,65,65,66,65,63
2020,11,2,63,63,63,62,63,64,65,56,54,54,67,68,65,63,55,53,44,48,47,46,44,40,37,35
2020,11,3,34,32,30,30,31,33,42,44,46,47,47,54,55,56,53,56,51,46,48,59,61,61,58,60
2020,11,4,60,58,53,55,57,55,62,63,63,63,58,61,59,57,52,51,43,51,57,65,68,66,64,62
2020,11,5,62,62,61,61,61,63,68,69,70,69,69,64,60,60,61,70,66,69,70,70,69,67,66,65
2020,11,6,63,59,58,60,62,61,66,68,81,82,83,77,78,78,74,74,69,70,70,69,68,59,51,51
2020,11,7,48,47,46,46,46,47,52,54,55,58,69,76,76,76,70,69,65,60,63,54,54,51,50,49
2020,11,8,47,47,46,46,46,46,52,53,54,55,57,64,66,76,72,72,65,69,69,69,66,66,55,48
2020,11,9,47,46,46,46,47,50,61,61,61,63,65,70,71,71,68,68,58,59,58,57,56,53,51,49
2020,11,10,48,47,47,47,47,49,56,58,59,62,65,73,80,79,72,67,59,64,60,58,56,54,52,54
2020,11,11,57,56,63,63,63,65,69,71,72,71,64,70,66,64,66,66,65,60,60,47,48,54,59,54
2020,11,12,48,46,54,58,51,61,69,70,72,73,73,76,75,74,71,66,66,71,71,69,66,67,66,64
2020,11,13,63,63,62,62,63,64,68,69,71,72,73,77,77,78,71,66,64,57,60,69,68,67,66,61
2020,11,14,60,60,62,63,63,63,67,68,69,70,70,76,91,97,90,82,67,69,69,54,54,51,50,49
2020,11,15,47,47,46,46,46,46,52,52,54,55,56,61,64,62,58,64,58,69,69,59,57,54,65,62
2020,11,16,52,51,46,46,49,64,69,70,71,61,59,68,65,65,61,60,62,60,57,56,57,63,56,53
2020,11,17,53,47,47,47,52,55,64,70,72,72,72,74,74,74,71,69,61,58,55,58,63,67,66,64
2020,11,18,62,60,51,47,48,51,59,61,63,60,66,66,66,66,62,62,62,60,59,63,61,68,56,50
2020,11,19,48,47,63,63,63,65,70,71,72,72,68,61,56,55,51,57,49,55,57,62,62,50,43,44
2020,11,20,44,43,39,36,34,34,67,46,52,51,49,55,56,57,52,51,42,43,43,44,42,41,41,39
2020,11,21,37,33,32,31,32,32,65,41,43,44,45,52,52,53,48,48,43,62,68,68,67,66,65,64
2020,11,22,63,63,62,62,62,63,84,67,69,70,70,75,75,76,73,73,56,56,56,55,53,52,50,49
2020,11,23,48,47,52,57,63,65,86,71,72,72,69,61,58,57,53,53,45,46,45,43,41,40,40,46
2020,11,24,52,60,63,61,54,56,79,65,68,73,73,75,73,78,75,71,70,70,71,70,68,58,66,63
2020,11,25,64,63,63,60,64,61,82,62,64,67,72,77,77,77,74,69,69,71,70,69,69,59,65,61
2020,11,26,48,47,47,46,46,47,73,53,55,56,57,62,63,62,58,57,52,57,51,51,50,50,49,48
2020,11,27,47,51,46,47,54,47,73,54,55,57,63,67,70,75,71,71,67,68,68,67,57,55,53,50
2020,11,28,49,53,53,54,60,62,84,70,79,69,70,74,75,75,71,71,66,67,65,60,56,57,56,54
2020,11,29,50,41,43,52,60,61,84,67,68,69,69,74,74,74,73,59,52,55,55,54,53,52,52,55
2020,11,30,58,57,46,47,47,50,76,66,70,78,97,98,93,98,83,83,68,57,57,66,65,65,65,61
2020,12,1,63,63,60,56,51,43,76,64,66,69,68,73,73,72,73,69,65,58,57,56,56,54,52,53
2020,12,2,52,49,47,47,44,44,71,48,49,48,48,54,53,53,53,48,43,47,48,48,47,50,56,57
2020,12,3,61,64,65,66,67,62,81,61,61,61,60,73,77,77,75,80,67,71,72,72,72,70,69,67
2020,12,4,66,66,66,65,65,65,89,73,73,73,73,76,76,76,75,70,64,61,60,57,53,48,44,42
2020,12,5,39,39,37,37,36,37,68,45,45,45,45,51,51,50,45,45,38,42,44,43,41,41,40,45
2020,12,6,46,49,49,48,46,51,80,64,66,67,67,69,63,58,51,50,42,47,57,64,51,48,59,57
2020,12,7,49,49,48,60,62,64,87,72,73,72,71,74,75,76,73,73,69,71,72,71,70,69,67,66
2020,12,8,65,64,64,64,65,63,81,59,57,60,56,56,53,53,47,47,41,45,45,45,43,41,37,35
2020,12,9,34,33,34,34,35,38,69,47,49,49,49,55,53,53,47,47,42,47,47,45,46,44,43,47
2020,12,10,57,61,62,62,62,64,87,71,72,72,72,76,76,75,71,71,67,71,71,70,69,68,66,64
2020,12,11,64,64,63,63,64,66,87,71,72,72,72,77,77,76,73,73,69,71,70,70,69,68,66,65
2020,12,12,64,64,64,64,64,64,86,69,81,80,77,89,89,90,84,71,65,57,66,66,63,63,62,65
2020,12,13,60,54,64,63,64,64,85,69,69,70,70,74,74,74,74,70,67,58,59,56,56,53,51,49
2020,12,14,54,52,54,57,65,67,68,70,70,65,63,67,72,75,72,60,55,59,59,58,57,55,52,52
2020,12,15,49,49,49,49,50,55,56,62,67,60,59,70,64,64,64,60,69,73,72,69,70,69,61,60
2020,12,16,52,51,52,49,50,53,54,59,60,59,59,64,64,64,60,60,55,59,59,58,57,55,52,50
2020,12,17,49,49,49,55,65,65,58,53,50,56,58,64,71,77,73,69,69,72,72,65,57,56,52,50
2020,12,18,49,48,48,49,50,53,67,61,60,66,65,66,67,65,65,62,58,62,69,70,67,68,67,65
2020,12,19,64,63,59,54,52,46,50,65,78,88,67,71,66,61,58,57,51,49,46,44,42,38,37,35
2020,12,20,33,33,34,35,34,34,35,43,45,45,45,51,50,50,50,45,38,45,47,51,53,49,42,39
2020,12,21,36,34,33,35,36,39,42,49,50,50,50,55,54,54,54,49,44,50,51,55,59,54,48,43
2020,12,22,45,43,45,43,44,47,49,54,52,51,50,55,54,53,48,48,42,48,48,48,47,45,41,38
2020,12,23,37,36,36,36,38,41,43,49,50,50,50,56,55,54,49,52,60,72,73,73,73,71,69,68
2020,12,24,67,61,51,52,62,65,69,73,65,70,72,78,77,76,68,57,44,69,73,72,72,71,58,62
2020,12,25,64,64,63,61,63,50,43,54,62,64,59,58,56,55,48,47,41,45,46,47,47,49,54,59
2020,12,26,53,61,65,65,65,66,67,71,72,72,72,75,75,75,65,61,63,67,68,68,69,69,68,66
2020,12,27,65,64,63,61,55,45,38,44,48,54,60,69,65,65,65,67,65,68,68,62,53,53,52,59
2020,12,28,64,59,53,49,50,50,55,61,58,62,70,74,73,73,70,70,65,46,47,45,40,37,35,34
2020,12,29,33,32,32,32,34,35,37,45,47,47,47,53,54,53,47,48,43,57,66,68,69,67,65,65
2020,12,30,64,64,64,64,65,66,66,91,96,92,95,93,97,87,82,61,57,68,60,59,56,57,61,56
2020,12,31,53,50,56,64,65,66,67,71,73,73,71,58,54,53,48,48,42,53,58,57,55,55,53,51
