unit,load_min,load_2,load_3,load_4,load_max,load_total,min_gen_perc,heat_rate(load_min),heat_rate(load_2),heat_rate(load_3),heat_rate(load_4),heat_rate(load_max),a4,a3,a2,a1,a0,unit_type,fuel_type,group_type,source
2953_2,20.223,27.927,35.631,43.335,51.039,4511.655,0.396226415,13.517431,12.76555878,12.68819512,12.27690511,12.45897044,2.28963E-05,-0.003278063,0.171819456,-3.932807189,46.06361938,Wet bottom wall-fired boiler,Pipeline Natural Gas,Boiler (Natural Gas),Fit
2953_3,42.372,63.558,84.744,105.93,127.116,24643.17,0.333333333,11.19901003,10.56550504,10.39316986,10.36754057,10.474765,6.21726E-08,-2.39522E-05,0.003545956,-0.239688083,16.61044372,Dry bottom wall-fired boiler,Pipeline Natural Gas,Boiler (Natural Gas),Fit
2953_4,81.855,128.079,174.303,220.527,266.751,76066.407,0.306859206,10.5940383,10.1728892,10.06583906,10.09975435,10.13649316,3.19361E-10,-4.85303E-07,0.000227858,-0.042194697,12.77300781,Dry bottom wall-fired boiler,Pipeline Natural Gas,Boiler (Natural Gas),Fit
2956_1,83.781,179.35875,274.9365,370.51425,466.092,431075.394,0.179752066,13.45803692,11.23742657,10.76891873,10.63127715,10.93428186,7.64436E-10,-9.65856E-07,0.000461071,-0.100078098,19.13664141,Dry bottom wall-fired boiler,Pipeline Natural Gas,Boiler (Natural Gas),Fit
2956_2,83.781,181.5255,279.27,377.0145,474.759,392548.653,0.176470588,14.03824104,11.16581343,10.66582017,10.49487345,10.71547918,9.61293E-10,-1.25061E-06,0.000605971,-0.131341592,21.4768031,Dry bottom wall-fired boiler,Pipeline Natural Gas,Boiler (Natural Gas),Fit
2956_3,82.818,184.17375,285.5295,386.88525,488.241,660922.308,0.169625247,13.31488693,11.07438726,10.72220935,10.51526352,10.62968201,7.5774E-10,-9.90838E-07,0.000477367,-0.102289973,19.03934616,Dry bottom wall-fired boiler,Pipeline Natural Gas,Boiler (Natural Gas),Fit
2963_3301A,91.71445678,107.7611446,123.8078324,139.8545203,155.9012081,,0.588285735,7.963928192,7.633361707,7.445596504,7.364883254,7.39030162,,,,,,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Generic
2963_3301B,91.18431541,107.1382478,123.0921802,139.0461126,155.0000451,,0.588285735,7.963928192,7.633361707,7.445596504,7.364883254,7.39030162,,,,,,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Generic
2963_3302,156.006,227.268,298.53,369.792,441.054,16969.023,0.35371179,15.49158918,14.63676622,14.15767786,13.38516803,12.00010796,5.65534E-10,-9.02892E-07,0.000474456,-0.109691356,24.15001324,Cell burner boiler,Pipeline Natural Gas,Boiler (Natural Gas),Fit
2963_3313,250.675,303.16875,355.6625,408.15625,460.65,3057037.125,0.544176707,11.23082701,10.93557429,10.85708881,10.73080605,10.39649802,5.72525E-10,-1.05922E-06,0.000685397,-0.189884756,30.18537424,Tangentially-fired,Coal,Boiler (Coal),Fit
2963_3314,203.5,266.4,329.3,392.2,455.1,2799050.925,0.447154472,10.72026712,11.07951703,10.89447352,10.60095153,10.38067259,-6.76363E-10,1.09769E-06,-0.000655383,0.166524513,-4.11732762,Tangentially-fired,Coal,Boiler (Coal),Fit
2964_8002,12.519,27.68625,42.8535,58.02075,73.188,22067.145,0.171052632,14.63994102,12.07922021,10.91065228,11.09576344,10.46588953,-1.67718E-06,0.000234778,-0.008375079,-0.067988445,16.38422706,Dry bottom wall-fired boiler,Pipeline Natural Gas,Boiler (Natural Gas),Fit
2964_8003,33.705,100.6335,167.562,234.4905,301.419,262157.49,0.111821086,14.15496099,11.13866776,11.00833393,10.60141993,11.12724049,9.07842E-09,-6.62771E-06,0.00173075,-0.194181119,18.9757138,Cell burner boiler,Pipeline Natural Gas,Boiler (Natural Gas),Fit
2964_801N,7.092439655,12.38241687,17.67239409,22.96237131,28.25234852,,0.251038941,13.136546,11.51864969,10.96713568,10.79602367,10.58810797,,,,,,Dry bottom wall-fired boiler,Pipeline Natural Gas,Boiler (Natural Gas),Generic
2964_801S,7.092439655,12.38241687,17.67239409,22.96237131,28.25234852,,0.251038941,13.136546,11.51864969,10.96713568,10.79602367,10.58810797,,,,,,Dry bottom wall-fired boiler,Pipeline Natural Gas,Boiler (Natural Gas),Generic
2965_1402,18.297,42.372,66.447,90.522,114.597,111782.151,0.159663866,13.60360927,11.52299942,11.18620308,10.75553215,10.98632751,3.21611E-07,-9.19441E-05,0.009540977,-0.439688142,18.98160891,Dry bottom wall-fired boiler,Pipeline Natural Gas,Boiler (Natural Gas),Fit
2965_1404,16.371,38.52,60.669,82.818,104.967,118354.626,0.155963303,13.95842081,11.96674408,11.61811749,11.32016482,11.55621113,3.59366E-07,-9.57152E-05,0.009359812,-0.410214212,18.55966348,Dry bottom wall-fired boiler,Pipeline Natural Gas,Boiler (Natural Gas),Fit
298_LIM1,370,483.54375,597.0875,710.63125,824.175,3906627.425,0.448933782,10.77930535,10.29551204,10.0778516,9.92354495,9.615741457,-3.5276E-12,-1.54637E-08,3.77479E-05,-0.026864901,16.40102364,Tangentially-fired,Coal,Boiler (Coal),Fit
298_LIM2,461.575,557.54375,653.5125,749.48125,845.45,4620790.325,0.54595186,10.16633962,10.15270684,10.05303821,10.05410854,9.807696601,-2.62797E-10,6.71742E-07,-0.000635677,0.263200104,-30.01825828,Tangentially-fired,Coal,Boiler (Coal),Fit
3006_10,14.445,22.6305,30.816,39.0015,47.187,41303.07,0.306122449,14.48131959,11.85800953,10.77123344,10.22858241,9.957300849,6.6793E-06,-0.001015552,0.059441645,-1.638819944,28.52123177,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
3006_11,14.445,22.87125,31.2975,39.72375,48.15,39818.124,0.3,14.24693929,11.72985754,10.63691702,10.08805872,9.803322816,4.95992E-06,-0.00078251,0.047800654,-1.38677225,26.44746326,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
3006_3,9.026741379,15.75943966,22.49213793,29.22483621,35.95753448,,0.251038941,13.136546,11.51864969,10.96713568,10.79602367,10.58810797,,,,,,Dry bottom wall-fired boiler,Pipeline Natural Gas,Boiler (Natural Gas),Generic
3006_4,61.632,70.53975,79.4475,88.35525,97.263,141448.329,0.633663366,9.676846788,9.229559138,8.800942684,8.652336807,8.592500268,-2.99511E-06,0.00096008,-0.113396766,5.813086561,-99.40576757,Combined cycle,Natural Gas,Combined cycle (Natural Gas),Fit
3006_5,65.484,73.188,80.892,88.596,96.3,166127.13,0.68,9.682022657,9.290124339,9.020431503,8.846621887,8.8029624,7.16669E-07,-0.000230443,0.028551057,-1.64163036,46.28263987,Combined cycle,Natural Gas,Combined cycle (Natural Gas),Fit
3006_6,58.743,68.373,78.003,87.633,97.263,219609.261,0.603960396,10.1559604,9.401432356,9.011326228,8.799097336,8.759266163,8.7724E-07,-0.000291628,0.037095963,-2.158982813,57.64166057,Combined cycle,Natural Gas,Combined cycle (Natural Gas),Fit
3006_7,35.631,38.27925,40.9275,43.57575,46.224,25079.409,0.770833333,10.7055336,10.22565352,10.18167002,10.07770779,9.651034099,0.000197503,-0.035737034,2.397241176,-70.80535971,788.3735683,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
3006_8,38.52,40.446,42.372,44.298,46.224,47571.237,0.833333333,10.20328214,10.27400937,10.06626405,9.980060722,9.801409099,-0.00185924,0.317288639,-20.28085995,575.3898042,-6102.725653,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
3006_9,14.445,22.149,29.853,37.557,45.261,39593.745,0.319148936,14.62437473,12.1408397,11.01465483,10.4605716,10.08427865,4.62414E-06,-0.000767153,0.048524404,-1.434527111,27.33203622,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
3008_1,20.223,28.4085,36.594,44.7795,52.965,13454.073,0.381818182,12.18357433,11.5315866,11.24329275,11.10585403,11.19424051,2.67123E-06,-0.000411953,0.024709146,-0.701652894,19.22812303,Dry bottom wall-fired boiler,Pipeline Natural Gas,Boiler (Natural Gas),Fit
3008_2,32.742,57.78,82.818,107.856,132.894,275832.09,0.246376812,10.89004158,9.992410344,9.772361975,9.735910213,9.847248009,4.85764E-08,-1.89047E-05,0.002813873,-0.190817275,14.72894252,Dry bottom wall-fired boiler,Pipeline Natural Gas,Boiler (Natural Gas),Fit
3008_3,33.705,61.39125,89.0775,116.76375,144.45,131359.941,0.233333333,11.38703729,10.37113589,10.12454934,10.16104366,10.30686557,2.21593E-08,-1.04871E-05,0.001915192,-0.156018508,14.8428836,Dry bottom wall-fired boiler,Pipeline Natural Gas,Boiler (Natural Gas),Fit
302_1,21.186,40.9275,60.669,80.4105,100.152,38092.428,0.211538462,13.88080687,12.34504171,11.96538538,11.7942712,11.82904426,2.59215E-07,-7.31972E-05,0.007764346,-0.375328206,18.99133942,Dry bottom wall-fired boiler,Pipeline Natural Gas,Boiler (Natural Gas),Fit
302_2,23.112,43.335,63.558,83.781,104.004,47626.128,0.222222222,13.21537145,11.93526529,11.66927319,11.52822557,11.53597604,2.27451E-07,-6.65442E-05,0.007235081,-0.35334568,18.27380257,Dry bottom wall-fired boiler,Pipeline Natural Gas,Boiler (Natural Gas),Fit
302_3,17.334,40.20525,63.0765,85.94775,108.819,49060.998,0.159292035,14.47246723,11.16036064,10.85246585,10.39790749,10.59062069,6.00697E-07,-0.000167977,0.016991953,-0.749710544,23.18306072,Dry bottom wall-fired boiler,Pipeline Natural Gas,Boiler (Natural Gas),Fit
302_4,30.816,98.94825,167.0805,235.21275,303.345,219333.843,0.101587302,14.29653553,10.99636116,10.97768931,10.82834169,11.16569637,7.79175E-09,-5.94379E-06,0.00162395,-0.188065499,18.71672812,Dry bottom wall-fired boiler,Pipeline Natural Gas,Boiler (Natural Gas),Fit
302_5,38.52,110.2635,182.007,253.7505,325.494,298294.065,0.118343195,14.56934467,11.03547448,10.75396311,10.53738455,10.64337548,5.41821E-09,-4.60577E-06,0.001416347,-0.188589811,19.98357935,Dry bottom wall-fired boiler,Pipeline Natural Gas,Boiler (Natural Gas),Fit
3096_2A,39.23046128,46.09436244,52.95826359,59.82216474,66.6860659,,0.588285735,7.963928192,7.633361707,7.445596504,7.364883254,7.39030162,,,,,,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Generic
3096_2B,40.29074402,47.34015601,54.38956801,61.43898001,68.488392,,0.588285735,7.963928192,7.633361707,7.445596504,7.364883254,7.39030162,,,,,,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Generic
3096_3,38.70031991,45.47146565,52.24261138,59.01375711,65.78490284,,0.588285735,7.963928192,7.633361707,7.445596504,7.364883254,7.39030162,,,,,,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Generic
3113_5,81.62012195,92.81373868,104.0073554,115.2009721,126.3945889,,0.645756458,12.4978889,11.91508171,11.41275018,11.1264967,10.86228467,,,,,,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Generic
3118_1,320.05,459.725,599.4,739.075,878.75,5266961.1,0.364210526,10.6562732,10.31973688,10.00491101,9.959523931,9.745814278,-7.50438E-11,1.74114E-07,-0.000142951,0.047170177,5.281552966,Tangentially-fired,Coal,Boiler (Coal),Fit
3118_2,308.025,449.31875,590.6125,731.90625,873.2,5435394.35,0.352754237,10.72350901,10.15389601,9.861556041,9.830838321,9.760230035,-2.9885E-11,6.1232E-08,-3.87966E-05,0.005421552,11.21404516,Tangentially-fired,Coal,Boiler (Coal),Fit
3122_1,320.05,392.89375,465.7375,538.58125,611.425,2576221.2,0.523449319,10.64313618,10.36050799,10.35577896,10.46768158,10.38181912,-2.26609E-10,3.1961E-07,-0.000139446,0.014760619,12.10248507,Dry bottom wall-fired boiler,Coal,Boiler (Coal),Fit
3122_2,320.05,393.125,466.2,539.275,612.35,2742068.15,0.52265861,10.71494973,10.34119617,10.17737634,10.09394079,9.765511968,-2.86147E-10,4.36454E-07,-0.000228219,0.043013554,9.019266367,Dry bottom wall-fired boiler,Coal,Boiler (Coal),Fit
3122_3,302.475,387.575,472.675,557.775,642.875,3321453,0.470503597,11.13956713,10.70495813,10.43543236,10.26416019,10.04831778,-6.03741E-11,8.58007E-08,-3.35134E-05,-0.002708442,13.15592294,Dry bottom wall-fired boiler,Coal,Boiler (Coal),Fit
3131_1,49.95,67.0625,84.175,101.2875,118.4,190647.125,0.421875,12.00884995,12.1697922,12.16770412,11.834596,12.5153521,7.35085E-07,-0.000227932,0.025527716,-1.221792488,33.17585422,Dry bottom wall-fired boiler,Coal,Boiler (Coal),Fit
3131_2,47.175,64.2875,81.4,98.5125,115.625,165957.025,0.408,13.71638096,12.12860232,11.55534219,11.34413475,11.7213268,4.27003E-07,-0.000146118,0.01919941,-1.163208075,39.08849883,Dry bottom wall-fired boiler,Coal,Boiler (Coal),Fit
3131_3,98.975,113.08125,127.1875,141.29375,155.4,243047.45,0.636904762,10.32462306,9.74148859,9.623249295,9.579252862,9.893705384,7.10158E-07,-0.000364453,0.070178983,-6.014508106,203.3457956,Tangentially-fired,Coal,Boiler (Coal),Fit
3131_4,68.45,88.8,109.15,129.5,149.85,254139.125,0.456790123,10.3610033,10.02515705,9.744253012,9.721968116,10.06565855,-2.34019E-08,1.32929E-05,-0.002357991,0.152649032,7.210819636,Tangentially-fired,Coal,Boiler (Coal),Fit
3136_1,338.55,468.5125,598.475,728.4375,858.4,4904165,0.394396552,11.34619921,10.69064411,10.38016735,10.07195907,9.911373478,7.12988E-11,-1.78178E-07,0.000165545,-0.070080907,22.07521304,Tangentially-fired,Coal,Boiler (Coal),Fit
3136_2,336.7,465.275,593.85,722.425,851,4075967.175,0.395652174,11.35671969,10.85948695,10.5326237,10.25770626,10.05414083,2.10139E-11,-5.37984E-08,5.2604E-05,-0.025439926,15.74223607,Tangentially-fired,Coal,Boiler (Coal),Fit
3138_3,30.525,44.63125,58.7375,72.84375,86.95,74341.325,0.35106383,13.94716498,11.62658121,10.84528341,11.30546792,10.94920215,-1.8522E-06,0.000365236,-0.022529543,0.370288038,14.85648602,Dry bottom wall-fired boiler,Coal,Boiler (Coal),Fit
3138_4,30.525,44.4,58.275,72.15,86.025,104819.15,0.35483871,12.69146512,11.01243249,10.6046466,10.54801065,10.2227567,3.3764E-07,-0.000126744,0.016125286,-0.862909371,27.31838901,Dry bottom wall-fired boiler,Coal,Boiler (Coal),Fit
3138_5,49.025,68.21875,87.4125,106.60625,125.8,129611.925,0.389705882,12.02614642,11.3294699,10.85975562,10.62806351,10.75645841,3.40794E-08,-1.03469E-05,0.001461458,-0.128216276,15.82171643,Dry bottom wall-fired boiler,Coal,Boiler (Coal),Fit
3140_1,138.75,180.60625,222.4625,264.31875,306.175,815843.525,0.453172205,10.32522714,10.07042923,9.803881233,9.591223709,9.421726415,-1.03675E-09,9.84955E-07,-0.0003323,0.041436486,8.726478793,Tangentially-fired,Coal,Boiler (Coal),Fit
3140_2,138.75,194.94375,251.1375,307.33125,363.525,1214458.4,0.381679389,10.34512789,10.13622206,9.834814243,9.648080521,9.458249662,-1.35784E-09,1.40601E-06,-0.000523024,0.078223581,6.308210849,Tangentially-fired,Coal,Boiler (Coal),Fit
3140_3,370,457.875,545.75,633.625,721.5,2658394.5,0.512820513,10.21391007,9.988942043,9.945253172,9.991616285,9.736529041,-2.0982E-10,3.98754E-07,-0.000270449,0.07579262,2.929383599,Tangentially-fired,Coal,Boiler (Coal),Fit
3148_3,258.084,362.088,466.092,570.096,674.1,2411005.32,0.382857143,11.47106062,10.72727877,10.40667094,10.10440445,10.12651592,2.5315E-10,-4.79283E-07,0.000338311,-0.108453091,24.04296111,Tangentially-fired,Residual Oil,Boiler (Diesel Oil),Fit
3148_4,260.01,363.29175,466.5735,569.85525,673.137,1733903.649,0.386266094,11.05482769,10.84491321,10.65280518,10.65839205,10.53003128,-1.87312E-10,3.38101E-07,-0.000217326,0.057311892,5.758453969,Tangentially-fired,Residual Oil,Boiler (Diesel Oil),Fit
3149_1,346.875,440.53125,534.1875,627.84375,721.5,3053904.15,0.480769231,10.30050729,10.10085522,9.821035106,9.738098529,9.66262918,-2.52618E-10,5.4867E-07,-0.000433324,0.145267713,-7.193233896,Tangentially-fired,Coal,Boiler (Coal),Fit
3149_2,345.95,439.8375,533.725,627.6125,721.5,3227148.325,0.479487179,9.582481896,9.521393156,9.209023603,9.224177957,9.256699652,-4.76695E-10,1.04475E-06,-0.000835288,0.286882788,-26.12467375,Tangentially-fired,Coal,Boiler (Coal),Fit
315_1,17.334,55.13175,92.9295,130.72725,168.525,42373.926,0.102857143,18.30324795,12.87616641,12.04446001,11.55784782,11.57713907,9.00473E-08,-3.97831E-05,0.006417355,-0.459521682,24.53946264,Dry bottom wall-fired boiler,Pipeline Natural Gas,Boiler (Natural Gas),Fit
315_2,17.334,54.4095,91.485,128.5605,165.636,84551.4,0.104651163,18.2721955,12.73139835,11.96121668,11.49792364,11.55011194,1.03032E-07,-4.46614E-05,0.007053575,-0.491842023,24.90172323,Dry bottom wall-fired boiler,Pipeline Natural Gas,Boiler (Natural Gas),Fit
315_3,34.668,103.5225,172.377,241.2315,310.086,267079.383,0.111801242,15.62511049,11.70539156,10.60702915,10.45057155,10.274974,1.70253E-09,-1.89904E-06,0.000769785,-0.136659013,19.51429027,Tangentially-fired,Pipeline Natural Gas,Boiler (Natural Gas),Fit
315_4,35.631,108.3375,181.044,253.7505,326.457,166209.948,0.109144543,15.69854086,11.33482932,10.38226047,10.0968021,10.04586508,3.44651E-09,-3.18463E-06,0.00109676,-0.170656341,20.52529058,Tangentially-fired,Pipeline Natural Gas,Boiler (Natural Gas),Fit
315_5,69.336,159.858,250.38,340.902,431.424,127692.837,0.160714286,16.84848872,12.78973433,12.01878565,11.51196755,11.27283538,1.87853E-09,-2.22068E-06,0.000962175,-0.186395921,25.84360606,Dry bottom wall-fired boiler,Pipeline Natural Gas,Boiler (Natural Gas),Fit
315_6,74.151,173.34,272.529,371.718,470.907,253504.935,0.157464213,15.75042408,11.86556711,10.88634121,10.49071775,10.31720569,8.43937E-10,-1.14915E-06,0.000584797,-0.135705612,23.04070176,Dry bottom wall-fired boiler,Pipeline Natural Gas,Boiler (Natural Gas),Fit
3161_3,39.483,117.72675,195.9705,274.21425,352.458,33876.414,0.112021858,17.92109739,10.91598733,11.16018654,12.81204945,12.93114687,3.2253E-09,-4.05606E-06,0.001736628,-0.288970388,26.86508716,Tangentially-fired,Diesel Oil,Boiler (Diesel Oil),Fit
3161_4,42.372,126.39375,210.4155,294.43725,378.459,54411.426,0.111959288,18.12830804,11.27251826,11.36102369,12.63293187,12.65180239,2.77934E-09,-3.4909E-06,0.001529488,-0.267324312,26.96596059,Tangentially-fired,Diesel Oil,Boiler (Diesel Oil),Fit
3176_CT5,53.928,56.57625,59.2245,61.87275,64.521,421134.345,0.835820896,8.273875667,8.03905254,8.094975884,8.122487882,8.065399479,0.00022277,-0.054457929,4.983889794,-202.3751773,3084.43234,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
3176_CT6,50.076,53.4465,56.817,60.1875,63.558,448555.77,0.787878788,8.368019699,8.092668811,8.049763016,8.101010634,7.99799137,-3.55559E-05,0.007239083,-0.540677859,17.42912415,-194.0452416,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
3236_10,64.67724698,75.99340834,87.3095697,98.62573106,109.9418924,,0.588285735,7.963928192,7.633361707,7.445596504,7.364883254,7.39030162,,,,,,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Generic
3236_11,64.14710561,75.37051155,86.59391749,97.81732343,109.0407294,,0.588285735,7.963928192,7.633361707,7.445596504,7.364883254,7.39030162,,,,,,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Generic
3236_9,61.49639877,72.2560276,83.01565644,93.77528527,104.5349141,,0.588285735,7.963928192,7.633361707,7.445596504,7.364883254,7.39030162,,,,,,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Generic
3250_12,38.52,61.39125,84.2625,107.13375,130.005,30417.318,0.296296296,15.42832167,13.85554425,13.04133061,12.26467238,11.0990733,4.48469E-08,-2.31085E-05,0.003943462,-0.310270088,22.75069931,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
3250_13,38.52,61.39125,84.2625,107.13375,130.005,51532.056,0.296296296,15.70258481,14.06413783,12.9140858,12.29987693,11.20349961,-1.62243E-07,4.79236E-05,-0.004605719,0.108614042,15.97078909,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
3264_3,27.927,65.24325,102.5595,139.87575,177.192,97237.962,0.157608696,13.39383487,11.59509895,10.84776143,10.36028784,10.20406193,1.85424E-08,-8.76172E-06,0.001593054,-0.145235459,16.38693292,Tangentially-fired,Pipeline Natural Gas,Boiler (Natural Gas),Fit
3264_7C,18.297,25.5195,32.742,39.9645,47.187,14918.796,0.387755102,12.29393799,11.23367648,10.35480819,9.887829555,9.382873335,-1.04179E-05,0.001315888,-0.057752749,0.92189274,7.867718991,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
3264_8C,34.668,37.79775,40.9275,44.05725,47.187,18871.911,0.734693878,10.47374641,9.880272887,9.824047691,9.83156203,9.488020679,2.5497E-05,-0.006588744,0.555732505,-19.3558679,251.2839477,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
3285_HAG4,52.965,62.595,72.225,81.855,91.485,16604.046,0.578947368,13.28731385,12.73077584,12.46489248,12.23520446,12.00068418,1.03405E-06,-0.00032631,0.038438053,-2.027355443,53.18254892,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
3287_MCM1,34.225,57.58125,80.9375,104.29375,127.65,438173.425,0.268115942,10.21914165,9.101135304,8.828758698,8.724743415,8.779853644,9.3535E-08,-3.4772E-05,0.004869951,-0.308943192,16.35395844,Tangentially-fired,Coal,Boiler (Coal),Fit
3287_MCM2,35.15,58.275,81.4,104.525,127.65,544374.525,0.275362319,9.877583271,9.194517024,8.860001081,8.775866886,8.799679662,-6.44962E-09,4.78653E-07,0.000377076,-0.065172908,11.69158354,Tangentially-fired,Coal,Boiler (Coal),Fit
3295_URQ3,55.854,65.72475,75.5955,85.46625,95.337,142009.758,0.585858586,10.4688733,10.19573446,10.16642647,10.13750531,9.971860054,4.6672E-07,-0.000174103,0.023437752,-1.364987739,39.38531428,Tangentially-fired,Pipeline Natural Gas,Boiler (Natural Gas),Fit
3295_URQ4,35.631,37.79775,39.9645,42.13125,44.298,11697.561,0.804347826,12.45721603,12.97151192,12.28772925,11.82230742,11.75710396,-0.002333853,0.386178322,-23.90082476,655.5521069,-6709.238531,Combustion turbine,Pipeline Natural Gas,Combustion turbine (Natural Gas),Fit
3295_URQ5,87.47332583,102.7779703,118.0826148,133.3872592,148.6919037,,0.588285735,7.963928192,7.633361707,7.445596504,7.364883254,7.39030162,,,,,,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Generic
3295_URQ6,90.12403267,105.8924542,121.6608758,137.4292974,153.197719,,0.588285735,7.963928192,7.633361707,7.445596504,7.364883254,7.39030162,,,,,,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Generic
3297_WAT1,197.025,233.33125,269.6375,305.94375,342.25,1350305.75,0.575675676,10.4612627,10.42718952,10.23488572,10.06779442,9.70795194,-9.62604E-09,1.03221E-05,-0.004128257,0.724848026,-36.53824878,Dry bottom wall-fired boiler,Coal,Boiler (Coal),Fit
3297_WAT2,169.275,211.3625,253.45,295.5375,337.625,1636896.65,0.501369863,10.75473138,10.52702828,10.32487488,9.921949286,10.3421372,1.66019E-08,-1.59395E-05,0.005634799,-0.874503834,61.00884976,Dry bottom wall-fired boiler,Coal,Boiler (Coal),Fit
3298_WIL1,386.65,440.53125,494.4125,548.29375,602.175,3254137.05,0.642089094,8.847859038,9.164842504,8.831732136,8.992334607,8.821112312,-9.73553E-09,1.9423E-05,-0.014416931,4.716608226,-564.6555319,Tangentially-fired,Coal,Boiler (Coal),Fit
330_4,35.631,108.3375,181.044,253.7505,326.457,131120.154,0.109144543,14.11386926,11.22752317,10.48041012,10.14328822,10.25154981,2.63118E-09,-2.2727E-06,0.000741793,-0.113087349,17.30009481,Tangentially-fired,Pipeline Natural Gas,Boiler (Natural Gas),Fit
330_5,152.154,175.7475,199.341,222.9345,246.528,897645.042,0.6171875,8.690898902,8.374253681,8.218672361,8.079133494,8.069036555,3.47494E-08,-2.79085E-05,0.008400037,-1.129118884,65.70626031,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Fit
330_7,134.1257663,157.5928878,181.0600093,204.5271308,227.9942523,,0.588285735,7.963928192,7.633361707,7.445596504,7.364883254,7.39030162,,,,,,Combined cycle,Pipeline Natural Gas,Combined cycle (Natural Gas),Generic
331_3,32.742,104.4855,176.229,247.9725,319.716,74138.481,0.102409639,16.11797351,11.54064542,10.87690221,10.6039414,10.3933643,5.02399E-09,-4.41058E-06,0.001407751,-0.197280622,21.21721335,Tangentially-fired,Pipeline Natural Gas,Boiler (Natural Gas),Fit
331_4,29.853,96.3,162.747,229.194,295.641,43494.858,0.100977199,16.39793724,11.51029354,11.03136474,10.71510014,10.70762923,9.38788E-09,-7.27597E-06,0.002037483,-0.247753181,22.16442654,Tangentially-fired,Pipeline Natural Gas,Boiler (Natural Gas),Fit
335_1,21.186,67.8915,114.597,161.3025,208.008,297720.117,0.101851852,16.95976427,11.90479661,11.20907488,10.8314215,10.97322656,3.71489E-08,-2.01693E-05,0.003998739,-0.350137629,22.76727044,Dry bottom wall-fired boiler,Pipeline Natural Gas,Boiler (Natural Gas),Fit
335_2,24.075,69.09525,114.1155,159.13575,204.156,307260.558,0.117924528,15.82360083,12.03803401,11.28251145,10.9760171,11.08500848,2.58385E-08,-1.41821E-05,0.002894713,-0.267156833,20.76682572,Dry bottom wall-fired boiler,Pipeline Natural Gas,Boiler (Natural Gas),Fit
3393_1,109.15,142.21875,175.2875,208.35625,241.425,886433.05,0.45210728,11.8292722,11.07194076,10.50973091,10.40914125,10.35729966,-2.36714E-08,1.62599E-05,-0.003949598,0.386147043,-1.048527289,Cyclone boiler,Coal,Boiler (Coal),Fit
3393_2,139.675,165.1125,190.55,215.9875,241.425,1099085,0.578544061,11.21078719,11.00971869,10.99962576,11.13080895,10.97427384,-3.77458E-08,2.63463E-05,-0.006704116,0.733655968,-17.89689829,Cyclone boiler,Coal,Boiler (Coal),Fit
3393_3,139.675,166.26875,192.8625,219.45625,246.05,1131475.725,0.567669173,10.98171239,10.6068741,10.53523084,10.64100217,10.16454184,-5.28041E-08,3.68126E-05,-0.009351946,1.018060791,-28.98223906,Cyclone boiler,Coal,Boiler (Coal),Fit
3396_1,460.65,554.76875,648.8875,743.00625,837.125,2373620.3,0.550276243,10.08539217,10.06448384,9.7911922,9.978089724,9.63458973,-9.04356E-10,2.31951E-06,-0.002196622,0.908922993,-128.4994047,Tangentially-fired,Coal,Boiler (Coal),Fit
3399_1,561.475,722.65625,883.8375,1045.01875,1206.2,7190149.875,0.465490798,10.25209796,10.07290429,9.89824866,9.722957444,9.605882485,3.9526E-12,-1.29056E-08,1.55785E-05,-0.009322658,12.4669014,Cell burner boiler,Coal,Boiler (Coal),Fit
3399_2,607.725,758.0375,908.35,1058.6625,1208.975,5048562.125,0.502677888,10.55554325,10.94837945,10.40499082,10.92438464,9.506743834,-4.08015E-10,1.45792E-06,-0.00192026,1.103408333,-222.3815032,Cell burner boiler,Coal,Boiler (Coal),Fit
