Year,Month,Day,Period,122_HYDRO_1,122_HYDRO_2,122_HYDRO_3,122_HYDRO_4,122_HYDRO_5,122_HYDRO_6,201_HYDRO_4,215_HYDRO_1,215_HYDRO_2,215_HYDRO_3,222_HYDRO_1,222_HYDRO_2,222_HYDRO_3,222_HYDRO_4,222_HYDRO_5,222_HYDRO_6,322_HYDRO_1,322_HYDRO_2,322_HYDRO_3,322_HYDRO_4
2020,2,12,16,25.9,25.9,25.9,25.9,25.9,25.9,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,20.9,20.9,20.9,20.9
2020,2,12,17,25.5,25.5,25.5,25.5,25.5,25.5,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,17.5,17.5,17.5,17.5
2020,2,12,18,25.9,25.9,25.9,25.9,25.9,25.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,14.3,14.3,14.3,14.3
2020,2,12,19,36.3,36.3,36.3,36.3,36.3,36.3,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,15.4,15.4,15.4,15.4
2020,2,12,20,38.2,38.2,38.2,38.2,38.2,38.2,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,16.4,16.4,16.4,16.4
2020,2,12,21,38.7,38.7,38.7,38.7,38.7,38.7,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,19.6,19.6,19.6,19.6
2020,2,12,22,37.3,37.3,37.3,37.3,37.3,37.3,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,22.2,22.2,22.2,22.2
2020,2,12,23,25,25,25,25,25,25,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,45.5,45.5,45.5,45.5
2020,2,12,24,12.3,12.3,12.3,12.3,12.3,12.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,4.6,4.6,4.6,4.6
2020,2,13,1,13.2,13.2,13.2,13.2,13.2,13.2,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,26.9,26.9,26.9,26.9
2020,2,13,2,12.7,12.7,12.7,12.7,12.7,12.7,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,14.9,14.9,14.9,14.9
2020,2,13,3,12.3,12.3,12.3,12.3,12.3,12.3,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,18.5,18.5,18.5,18.5
2020,2,13,4,12.7,12.7,12.7,12.7,12.7,12.7,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,13.9,13.9,13.9,13.9
2020,2,13,5,13.2,13.2,13.2,13.2,13.2,13.2,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,14.2,14.2,14.2,14.2
2020,2,13,6,13.7,13.7,13.7,13.7,13.7,13.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,14.1,14.1,14.1,14.1
2020,2,13,7,12.7,12.7,12.7,12.7,12.7,12.7,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.7,18.7,18.7,18.7
2020,2,13,8,13.2,13.2,13.2,13.2,13.2,13.2,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,23.8,23.8,23.8,23.8
2020,2,13,9,12.7,12.7,12.7,12.7,12.7,12.7,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,24.4,24.4,24.4,24.4
2020,2,13,10,13.2,13.2,13.2,13.2,13.2,13.2,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,20.8,20.8,20.8,20.8
2020,2,13,11,12.7,12.7,12.7,12.7,12.7,12.7,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,25.3,25.3,25.3,25.3
2020,2,13,12,13.2,13.2,13.2,13.2,13.2,13.2,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,19.5,19.5,19.5,19.5
2020,2,13,13,12.7,12.7,12.7,12.7,12.7,12.7,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.1,18.1,18.1,18.1
2020,2,13,14,13.2,13.2,13.2,13.2,13.2,13.2,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,22.9,22.9,22.9,22.9
2020,2,13,15,12.7,12.7,12.7,12.7,12.7,12.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,10.1,10.1,10.1,10.1
2020,2,13,16,24.1,24.1,24.1,24.1,24.1,24.1,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,8.9,8.9,8.9,8.9
2020,2,13,17,25.5,25.5,25.5,25.5,25.5,25.5,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,6.9,6.9,6.9,6.9
2020,2,13,18,26.4,26.4,26.4,26.4,26.4,26.4,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,7.1,7.1,7.1,7.1
2020,2,13,19,25.5,25.5,25.5,25.5,25.5,25.5,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,13.4,13.4,13.4,13.4
2020,2,13,20,25.9,25.9,25.9,25.9,25.9,25.9,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,15.4,15.4,15.4,15.4
2020,2,13,21,23.6,23.6,23.6,23.6,23.6,23.6,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,9.6,9.6,9.6,9.6
2020,2,13,22,23.1,23.1,23.1,23.1,23.1,23.1,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,13.4,13.4,13.4,13.4
2020,2,13,23,25.9,25.9,25.9,25.9,25.9,25.9,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,34.8,34.8,34.8,34.8
2020,2,13,24,13.7,13.7,13.7,13.7,13.7,13.7,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,10.6,10.6,10.6,10.6
2020,2,14,1,13.2,13.2,13.2,13.2,13.2,13.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,7.7,7.7,7.7,7.7
2020,2,14,2,12.7,12.7,12.7,12.7,12.7,12.7,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,15.7,15.7,15.7,15.7
2020,2,14,3,12.3,12.3,12.3,12.3,12.3,12.3,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,10.5,10.5,10.5,10.5
2020,2,14,4,12.3,12.3,12.3,12.3,12.3,12.3,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,3.9,3.9,3.9,3.9
2020,2,14,5,12.7,12.7,12.7,12.7,12.7,12.7,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,6.9,6.9,6.9,6.9
2020,2,14,6,12.7,12.7,12.7,12.7,12.7,12.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,8.1,8.1,8.1,8.1
2020,2,14,7,12.7,12.7,12.7,12.7,12.7,12.7,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,14.2,14.2,14.2,14.2
2020,2,14,8,12.7,12.7,12.7,12.7,12.7,12.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,19.5,19.5,19.5,19.5
2020,2,14,9,13.2,13.2,13.2,13.2,13.2,13.2,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,19.9,19.9,19.9,19.9
2020,2,14,10,12.7,12.7,12.7,12.7,12.7,12.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,25.3,25.3,25.3,25.3
2020,2,14,11,13.2,13.2,13.2,13.2,13.2,13.2,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.6,18.6,18.6,18.6
2020,2,14,12,12.7,12.7,12.7,12.7,12.7,12.7,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,23.1,23.1,23.1,23.1
2020,2,14,13,12.7,12.7,12.7,12.7,12.7,12.7,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,24.7,24.7,24.7,24.7
2020,2,14,14,13.2,13.2,13.2,13.2,13.2,13.2,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,19.2,19.2,19.2,19.2
2020,2,14,15,12.7,12.7,12.7,12.7,12.7,12.7,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,22.7,22.7,22.7,22.7
2020,2,14,16,25.5,25.5,25.5,25.5,25.5,25.5,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,26.8,26.8,26.8,26.8
2020,2,14,17,25,25,25,25,25,25,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,18.2,18.2,18.2,18.2
2020,2,14,18,25.5,25.5,25.5,25.5,25.5,25.5,28,28,28,28,28,28,28,28,28,28,17.4,17.4,17.4,17.4
2020,2,14,19,25.9,25.9,25.9,25.9,25.9,25.9,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,33.2,33.2,33.2,33.2
2020,2,14,20,16,16,16,16,16,16,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,33.2,33.2,33.2,33.2
2020,2,14,21,13.2,13.2,13.2,13.2,13.2,13.2,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,34.4,34.4,34.4,34.4
2020,2,14,22,11.8,11.8,11.8,11.8,11.8,11.8,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,34.9,34.9,34.9,34.9
2020,2,14,23,3.3,3.3,3.3,3.3,3.3,3.3,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,28.9,28.9,28.9,28.9
2020,2,14,24,3.8,3.8,3.8,3.8,3.8,3.8,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,4.7,4.7,4.7,4.7
2020,2,15,1,3.3,3.3,3.3,3.3,3.3,3.3,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,6,6,6,6
2020,2,15,2,3.8,3.8,3.8,3.8,3.8,3.8,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,17.2,17.2,17.2,17.2
2020,2,15,3,3.3,3.3,3.3,3.3,3.3,3.3,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,13.7,13.7,13.7,13.7
2020,2,15,4,3.8,3.8,3.8,3.8,3.8,3.8,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,14.2,14.2,14.2,14.2
2020,2,15,5,4.7,4.7,4.7,4.7,4.7,4.7,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,3.6,3.6,3.6,3.6
2020,2,15,6,12.7,12.7,12.7,12.7,12.7,12.7,28,28,28,28,28,28,28,28,28,28,7.7,7.7,7.7,7.7
2020,2,15,7,12.7,12.7,12.7,12.7,12.7,12.7,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,26.8,26.8,26.8,26.8
2020,2,15,8,13.2,13.2,13.2,13.2,13.2,13.2,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18,18,18,18
2020,2,15,9,12.7,12.7,12.7,12.7,12.7,12.7,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,33,33,33,33
2020,2,15,10,13.2,13.2,13.2,13.2,13.2,13.2,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,35.3,35.3,35.3,35.3
2020,2,15,11,4.2,4.2,4.2,4.2,4.2,4.2,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,14,14,14,14
2020,2,15,12,4.2,4.2,4.2,4.2,4.2,4.2,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,16.7,16.7,16.7,16.7
2020,2,15,13,4.2,4.2,4.2,4.2,4.2,4.2,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,21.1,21.1,21.1,21.1
2020,2,15,14,4.7,4.7,4.7,4.7,4.7,4.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,26.1,26.1,26.1,26.1
2020,2,15,15,4.2,4.2,4.2,4.2,4.2,4.2,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,25.7,25.7,25.7,25.7
2020,2,15,16,4.2,4.2,4.2,4.2,4.2,4.2,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,27.9,27.9,27.9,27.9
2020,2,15,17,4.2,4.2,4.2,4.2,4.2,4.2,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,29.9,29.9,29.9,29.9
2020,2,15,18,4.7,4.7,4.7,4.7,4.7,4.7,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,30.1,30.1,30.1,30.1
2020,2,15,19,4.2,4.2,4.2,4.2,4.2,4.2,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,30.9,30.9,30.9,30.9
2020,2,15,20,4.2,4.2,4.2,4.2,4.2,4.2,21,21,21,21,21,21,21,21,21,21,29.8,29.8,29.8,29.8
2020,2,15,21,4.7,4.7,4.7,4.7,4.7,4.7,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,26.9,26.9,26.9,26.9
2020,2,15,22,4.2,4.2,4.2,4.2,4.2,4.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,28.5,28.5,28.5,28.5
2020,2,15,23,4.7,4.7,4.7,4.7,4.7,4.7,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,27.8,27.8,27.8,27.8
2020,2,15,24,4.2,4.2,4.2,4.2,4.2,4.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,17.8,17.8,17.8,17.8
2020,2,16,1,3.3,3.3,3.3,3.3,3.3,3.3,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,18.9,18.9,18.9,18.9
2020,2,16,2,2.8,2.8,2.8,2.8,2.8,2.8,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,25.1,25.1,25.1,25.1
2020,2,16,3,2.8,2.8,2.8,2.8,2.8,2.8,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,23.1,23.1,23.1,23.1
2020,2,16,4,2.8,2.8,2.8,2.8,2.8,2.8,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,23.9,23.9,23.9,23.9
2020,2,16,5,2.8,2.8,2.8,2.8,2.8,2.8,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,13.4,13.4,13.4,13.4
2020,2,16,6,3.3,3.3,3.3,3.3,3.3,3.3,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,13.5,13.5,13.5,13.5
2020,2,16,7,2.8,2.8,2.8,2.8,2.8,2.8,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,21.7,21.7,21.7,21.7
2020,2,16,8,2.8,2.8,2.8,2.8,2.8,2.8,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,30.5,30.5,30.5,30.5
2020,2,16,9,2.8,2.8,2.8,2.8,2.8,2.8,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,34.5,34.5,34.5,34.5
2020,2,16,10,3.3,3.3,3.3,3.3,3.3,3.3,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,23.2,23.2,23.2,23.2
2020,2,16,11,2.8,2.8,2.8,2.8,2.8,2.8,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,28.3,28.3,28.3,28.3
2020,2,16,12,2.8,2.8,2.8,2.8,2.8,2.8,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,25,25,25,25
2020,2,16,13,2.8,2.8,2.8,2.8,2.8,2.8,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,24.8,24.8,24.8,24.8
2020,2,16,14,2.8,2.8,2.8,2.8,2.8,2.8,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,23.5,23.5,23.5,23.5
2020,2,16,15,3.8,3.8,3.8,3.8,3.8,3.8,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,24.5,24.5,24.5,24.5
2020,2,16,16,3.3,3.3,3.3,3.3,3.3,3.3,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,21.2,21.2,21.2,21.2
2020,2,16,17,3.8,3.8,3.8,3.8,3.8,3.8,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,22.2,22.2,22.2,22.2
2020,2,16,18,3.8,3.8,3.8,3.8,3.8,3.8,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,24.2,24.2,24.2,24.2
2020,2,16,19,3.3,3.3,3.3,3.3,3.3,3.3,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,23.1,23.1,23.1,23.1
2020,2,16,20,3.8,3.8,3.8,3.8,3.8,3.8,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,24.9,24.9,24.9,24.9
2020,2,16,21,4.2,4.2,4.2,4.2,4.2,4.2,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,23.3,23.3,23.3,23.3
2020,2,16,22,3.8,3.8,3.8,3.8,3.8,3.8,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,37.7,37.7,37.7,37.7
2020,2,16,23,3.8,3.8,3.8,3.8,3.8,3.8,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,40.2,40.2,40.2,40.2
2020,2,16,24,4.2,4.2,4.2,4.2,4.2,4.2,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,14.8,14.8,14.8,14.8
2020,2,17,1,2.8,2.8,2.8,2.8,2.8,2.8,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,12.9,12.9,12.9,12.9
2020,2,17,2,2.8,2.8,2.8,2.8,2.8,2.8,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,16.6,16.6,16.6,16.6
2020,2,17,3,2.8,2.8,2.8,2.8,2.8,2.8,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,12.4,12.4,12.4,12.4
2020,2,17,4,2.8,2.8,2.8,2.8,2.8,2.8,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.4,9.4,9.4,9.4
2020,2,17,5,2.8,2.8,2.8,2.8,2.8,2.8,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.8,9.8,9.8,9.8
2020,2,17,6,2.8,2.8,2.8,2.8,2.8,2.8,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,21,21,21,21
2020,2,17,7,2.8,2.8,2.8,2.8,2.8,2.8,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,22.4,22.4,22.4,22.4
2020,2,17,8,3.3,3.3,3.3,3.3,3.3,3.3,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,43.6,43.6,43.6,43.6
2020,2,17,9,2.8,2.8,2.8,2.8,2.8,2.8,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,28.2,28.2,28.2,28.2
2020,2,17,10,2.8,2.8,2.8,2.8,2.8,2.8,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,27.9,27.9,27.9,27.9
2020,2,17,11,3.3,3.3,3.3,3.3,3.3,3.3,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,31.3,31.3,31.3,31.3
2020,2,17,12,3.8,3.8,3.8,3.8,3.8,3.8,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,31,31,31,31
2020,2,17,13,3.3,3.3,3.3,3.3,3.3,3.3,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,31,31,31,31
2020,2,17,14,3.8,3.8,3.8,3.8,3.8,3.8,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,30.6,30.6,30.6,30.6
2020,2,17,15,3.3,3.3,3.3,3.3,3.3,3.3,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,30.3,30.3,30.3,30.3
2020,2,17,16,3.8,3.8,3.8,3.8,3.8,3.8,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,30.4,30.4,30.4,30.4
2020,2,17,17,3.3,3.3,3.3,3.3,3.3,3.3,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,30.3,30.3,30.3,30.3
2020,2,17,18,3.8,3.8,3.8,3.8,3.8,3.8,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.9,19.9,19.9,19.9
2020,2,17,19,3.3,3.3,3.3,3.3,3.3,3.3,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.5,18.5,18.5,18.5
2020,2,17,20,3.8,3.8,3.8,3.8,3.8,3.8,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,18.3,18.3,18.3,18.3
2020,2,17,21,3.3,3.3,3.3,3.3,3.3,3.3,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,37.5,37.5,37.5,37.5
2020,2,17,22,3.8,3.8,3.8,3.8,3.8,3.8,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,40.6,40.6,40.6,40.6
2020,2,17,23,3.3,3.3,3.3,3.3,3.3,3.3,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,42,42,42,42
2020,2,17,24,3.3,3.3,3.3,3.3,3.3,3.3,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,16.5,16.5,16.5,16.5
2020,2,18,1,3.3,3.3,3.3,3.3,3.3,3.3,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,20.3,20.3,20.3,20.3
2020,2,18,2,3.8,3.8,3.8,3.8,3.8,3.8,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,32.7,32.7,32.7,32.7
2020,2,18,3,3.3,3.3,3.3,3.3,3.3,3.3,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,26.4,26.4,26.4,26.4
2020,2,18,4,3.3,3.3,3.3,3.3,3.3,3.3,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,24.4,24.4,24.4,24.4
2020,2,18,5,3.8,3.8,3.8,3.8,3.8,3.8,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,19.8,19.8,19.8,19.8
2020,2,18,6,3.3,3.3,3.3,3.3,3.3,3.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,17.2,17.2,17.2,17.2
2020,2,18,7,3.3,3.3,3.3,3.3,3.3,3.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,21.8,21.8,21.8,21.8
2020,2,18,8,3.8,3.8,3.8,3.8,3.8,3.8,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,19.8,19.8,19.8,19.8
2020,2,18,9,2.8,2.8,2.8,2.8,2.8,2.8,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,36.2,36.2,36.2,36.2
2020,2,18,10,3.3,3.3,3.3,3.3,3.3,3.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,37.1,37.1,37.1,37.1
2020,2,18,11,3.3,3.3,3.3,3.3,3.3,3.3,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,31.4,31.4,31.4,31.4
2020,2,18,12,2.8,2.8,2.8,2.8,2.8,2.8,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,26.4,26.4,26.4,26.4
2020,2,18,13,2.8,2.8,2.8,2.8,2.8,2.8,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,29.2,29.2,29.2,29.2
2020,2,18,14,2.8,2.8,2.8,2.8,2.8,2.8,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,28.1,28.1,28.1,28.1
2020,2,18,15,2.8,2.8,2.8,2.8,2.8,2.8,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,27.9,27.9,27.9,27.9
2020,2,18,16,2.8,2.8,2.8,2.8,2.8,2.8,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,27.9,27.9,27.9,27.9
2020,2,18,17,2.4,2.4,2.4,2.4,2.4,2.4,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,27.7,27.7,27.7,27.7
2020,2,18,18,3.3,3.3,3.3,3.3,3.3,3.3,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,31.2,31.2,31.2,31.2
2020,2,18,19,3.8,3.8,3.8,3.8,3.8,3.8,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,33,33,33,33
2020,2,18,20,3.3,3.3,3.3,3.3,3.3,3.3,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,27.7,27.7,27.7,27.7
2020,2,18,21,3.3,3.3,3.3,3.3,3.3,3.3,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,37.6,37.6,37.6,37.6
2020,2,18,22,3.3,3.3,3.3,3.3,3.3,3.3,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,37.7,37.7,37.7,37.7
2020,2,18,23,3.8,3.8,3.8,3.8,3.8,3.8,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,40.1,40.1,40.1,40.1
2020,2,18,24,3.3,3.3,3.3,3.3,3.3,3.3,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,14.4,14.4,14.4,14.4
2020,2,19,1,3.8,3.8,3.8,3.8,3.8,3.8,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,10.4,10.4,10.4,10.4
2020,2,19,2,3.8,3.8,3.8,3.8,3.8,3.8,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,19.3,19.3,19.3,19.3
2020,2,19,3,3.3,3.3,3.3,3.3,3.3,3.3,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,24,24,24,24
