Year,Month,Day,Period,1,2,3
2020,2,27,16,1134.147699,1056.917992,1645.44448
2020,2,27,17,1134.500247,1064.54431,1630.117052
2020,2,27,18,1203.247155,1130.040926,1642.288833
2020,2,27,19,1270.231321,1257.445301,1774.826004
2020,2,27,20,1244.142751,1254.305053,1761.301803
2020,2,27,21,1182.446809,1267.314654,1706.754192
2020,2,27,22,1071.041564,1201.818039,1605.773489
2020,2,27,23,987.1350816,1121.966,1469.179057
2020,2,27,24,949.0598714,1050.188887,1340.248339
2020,2,28,1,936.7206828,1014.300331,1245.128124
2020,2,28,2,929.3171697,1002.187943,1191.031319
2020,2,28,3,934.9579416,995.0102314,1158.12243
2020,2,28,4,964.5719941,998.1504801,1146.401455
2020,2,28,5,1046.363187,1016.543365,1155.868396
2020,2,28,6,1207.477734,1075.759484,1231.153116
2020,2,28,7,1252.603909,1101.33008,1383.525783
2020,2,28,8,1199.721672,1109.405006,1515.612148
2020,2,28,9,1151.070015,1120.171572,1626.961405
2020,2,28,10,1132.737506,1132.28396,1672.042075
2020,2,28,11,1129.91712,1126.003463,1722.532426
2020,2,28,12,1120.750866,1126.003463,1728.392914
2020,2,28,13,1112.642256,1115.236896,1706.303385
2020,2,28,14,1111.232063,1112.096647,1691.87757
2020,2,28,15,1105.94384,1105.367543,1676.550142
2020,2,28,16,1105.238743,1087.871872,1658.067067
2020,2,28,17,1109.82187,1098.638439,1640.485606
2020,2,28,18,1161.99901,1179.836298,1653.559
2020,2,28,19,1216.29144,1310.829529,1779.334071
2020,2,28,20,1187.382484,1291.988037,1753.187283
2020,2,28,21,1141.903761,1258.791122,1699.541284
2020,2,28,22,1068.573726,1213.930427,1619.748497
2020,2,28,23,997.3589807,1154.714308,1496.22746
2020,2,28,24,964.2194458,1090.114906,1374.058842
2020,2,29,1,941.6563582,1048.843066,1273.979753
2020,2,29,2,932.4901039,1022.375256,1198.695033
2020,2,29,3,926.1442355,1010.711475,1161.728883
2020,2,29,4,938.1308758,1008.917047,1137.385321
2020,2,29,5,967.39238,1017.440579,1141.442581
2020,2,29,6,1022.742454,1043.459783,1172.999051
2020,2,29,7,1066.810985,1030.898788,1202.301487
2020,2,29,8,1119.693221,1035.833465,1260.455552
2020,2,29,9,1132.384958,1060.955454,1350.166087
2020,2,29,10,1127.449283,1079.796946,1411.024992
2020,2,29,11,1107.706581,1074.413663,1443.483075
2020,2,29,12,1079.502721,1059.609633,1424.098387
2020,2,29,13,1050.946314,1048.843066,1397.500791
2020,2,29,14,1040.722415,1036.730678,1367.747548
2020,2,29,15,1032.261257,1028.655753,1331.683012
2020,2,29,16,1038.254577,1025.066898,1302.831382
2020,2,29,17,1055.176893,1031.796002,1309.593483
2020,2,29,18,1118.635576,1104.470329,1381.722556
2020,2,29,19,1175.043295,1239.94963,1562.496046
2020,2,29,20,1151.070015,1237.257988,1584.134767
2020,2,29,21,1112.642256,1200.472218,1543.562164
2020,2,29,22,1052.709055,1166.826696,1488.112939
2020,2,29,23,993.48095,1130.040926,1397.500791
2020,2,29,24,959.9888669,1078.451125,1311.39671
2020,3,1,1,914.8626917,988.281127,1185.170832
2020,3,1,2,912.0423058,967.645207,1138.286935
2020,3,1,3,909.9270163,950.1495357,1118.451439
2020,3,1,4,919.0932707,945.2148591,1110.336919
2020,3,1,5,953.6429985,947.9065009,1107.181272
2020,3,1,6,1002.294656,967.645207,1115.746599
2020,3,1,7,1044.952994,964.5049583,1108.082885
2020,3,1,8,1083.380752,960.4674957,1124.311927
2020,3,1,9,1104.886195,984.2436644,1178.408731
2020,3,1,10,1087.963879,1004.879584,1230.251503
2020,3,1,11,1070.336467,1007.571226,1278.48782
2020,3,1,12,1062.580406,1011.160082,1299.224929
2020,3,1,13,1049.536121,1005.328191,1305.085416
2020,3,1,14,1043.542801,1002.63655,1300.126542
2020,3,1,15,1044.600445,1003.085157,1299.675736
2020,3,1,16,1055.529441,1001.290729,1286.151534
2020,3,1,17,1085.84859,1017.889186,1292.012022
2020,3,1,18,1172.575458,1131.386746,1350.616893
2020,3,1,19,1234.976497,1249.818983,1508.850047
2020,3,1,20,1205.714993,1229.63167,1514.710535
2020,3,1,21,1144.371598,1190.602865,1482.703258
2020,3,1,22,1048.831024,1136.77003,1410.574185
2020,3,1,23,956.8159327,1071.722021,1320.412844
2020,3,1,24,913.805047,1003.533764,1226.645049
2020,3,2,1,895.1199901,966.2993861,1147.303069
2020,3,2,2,885.9537358,947.9065009,1118.000633
2020,3,2,3,897.5878278,938.4857548,1103.574818
2020,3,2,4,934.6053934,942.5232174,1093.206264
2020,3,2,5,1035.081643,961.8133165,1105.378045
2020,3,2,6,1201.484414,1021.926649,1165.786144
2020,3,2,7,1248.37333,1064.54431,1294.716862
2020,3,2,8,1200.426769,1067.235952,1409.672572
2020,3,2,9,1151.775111,1079.796946,1529.587156
2020,3,2,10,1132.384958,1102.675901,1621.551724
2020,3,2,11,1124.276348,1106.264757,1664.829168
2020,3,2,12,1124.628897,1119.274359,1706.754192
2020,3,2,13,1121.455962,1122.414607,1711.713065
2020,3,2,14,1128.154379,1120.620179,1712.614679
2020,3,2,15,1128.154379,1113.442468,1711.713065
2020,3,2,16,1132.03241,1098.189832,1704.500158
2020,3,2,17,1148.249629,1117.928538,1729.294527
2020,3,2,18,1232.508659,1241.295451,1812.693768
2020,3,2,19,1286.801089,1359.727688,1905.559949
2020,3,2,20,1248.020782,1337.29734,1863.634926
2020,3,2,21,1184.914646,1275.38958,1753.638089
2020,3,2,22,1071.041564,1191.948686,1646.346093
2020,3,2,23,975.5009896,1098.189832,1485.408099
2020,3,2,24,922.6187531,1009.814261,1341.600759
2020,3,3,1,903.9336962,968.9910279,1242.423284
2020,3,3,2,890.8894112,944.7662522,1190.129706
2020,3,3,3,888.7741217,934.8968991,1164.433724
2020,3,3,4,915.5677882,926.8219739,1146.852262
2020,3,3,5,993.1284018,919.1956556,1133.328061
2020,3,3,6,1129.212024,961.3647096,1198.695033
2020,3,3,7,1175.395844,1009.814261,1324.019298
2020,3,3,8,1153.537853,1010.711475,1429.958874
2020,3,3,9,1145.076695,1040.319534,1519.218602
2020,3,3,10,1147.897081,1070.3762,1593.150902
2020,3,3,11,1152.480208,1099.984259,1647.698513
2020,3,3,12,1156.00569,1097.741225,1668.886428
2020,3,3,13,1153.537853,1080.245553,1669.788042
2020,3,3,14,1159.883721,1068.581772,1664.378361
2020,3,3,15,1155.300594,1062.749882,1651.755773
2020,3,3,16,1162.704107,1052.431922,1623.805758
2020,3,3,17,1183.151905,1045.702818,1586.388801
2020,3,3,18,1273.756804,1138.115851,1605.773489
2020,3,3,19,1306.896338,1296.474107,1750.031636
2020,3,3,20,1262.47526,1291.53943,1718.475166
2020,3,3,21,1203.599703,1240.398237,1644.542866
2020,3,3,22,1082.323107,1159.200378,1543.111357
2020,3,3,23,983.257051,1064.54431,1403.812085
2020,3,3,24,929.669718,990.5241618,1291.561215
2020,3,4,1,902.170955,951.0467496,1200.49826
2020,3,4,2,890.5368629,936.6913269,1164.433724
2020,3,4,3,884.5435428,929.0650087,1139.188548
2020,3,4,4,916.2728847,931.3080434,1134.680481
2020,3,4,5,998.0640772,951.4953565,1140.991775
2020,3,4,6,1135.557892,1012.95451,1212.670041
2020,3,4,7,1184.914646,1054.674957,1338.895919
2020,3,4,8,1166.229589,1063.198489,1445.286302
2020,3,4,9,1152.12766,1069.030379,1531.390383
2020,3,4,10,1153.890401,1074.413663,1601.716229
2020,3,4,11,1151.422563,1086.526051,1649.952547
2020,3,4,12,1142.608857,1088.320479,1681.058209
2020,3,4,13,1141.551212,1043.90839,1675.648529
2020,3,4,14,1134.500247,1035.833465,1675.648529
2020,3,4,15,1132.737506,1031.347395,1662.124328
2020,3,4,16,1139.435923,1019.683614,1626.510598
2020,3,4,17,1153.890401,1029.10436,1594.954128
2020,3,4,18,1224.047501,1108.059185,1606.675103
2020,3,4,19,1293.852053,1253.407839,1748.228409
2020,3,4,20,1261.065067,1254.305053,1738.761468
2020,3,4,21,1199.721672,1239.052416,1687.82031
2020,3,4,22,1088.316428,1133.629781,1585.937994
2020,3,4,23,988.5452746,1039.870927,1437.622588
2020,3,4,24,940.2461653,977.5145601,1312.298323
2020,3,5,1,919.7983671,947.4578939,1224.841822
2020,3,5,2,912.7474023,930.4108295,1172.548244
2020,3,5,3,918.3881742,925.476153,1149.557102
2020,3,5,4,953.9955468,930.4108295,1140.991775
2020,3,5,5,1057.997279,951.0467496,1153.163556
2020,3,5,6,1218.759278,1012.95451,1221.686175
2020,3,5,7,1260.712519,1045.254211,1358.280607
2020,3,5,8,1202.894607,1045.254211,1470.531477
2020,3,5,9,1153.185304,1048.843066,1571.962986
2020,3,5,10,1143.313953,1051.534708,1612.986397
2020,3,5,11,1136.968085,1045.254211,1660.771908
2020,3,5,12,1136.968085,1041.665355,1689.17273
2020,3,5,13,1145.076695,1044.805604,1677.451756
2020,3,5,14,1144.01905,1042.562569,1676.099336
2020,3,5,15,1139.435923,1043.011176,1668.886428
2020,3,5,16,1146.839436,1031.347395,1626.510598
2020,3,5,17,1147.191984,1039.870927,1609.83075
2020,3,5,18,1216.643988,1114.788289,1623.354951
2020,3,5,19,1281.865413,1260.58555,1771.670357
2020,3,5,20,1256.834488,1257.445301,1756.342929
2020,3,5,21,1196.19619,1272.249331,1694.582411
2020,3,5,22,1080.560366,1196.883362,1583.233154
2020,3,5,23,986.7825334,1105.81615,1440.327428
2020,3,5,24,940.5987135,1023.721077,1314.10155
2020,3,6,1,925.439139,982.8978435,1227.546662
2020,3,6,2,915.9203365,969.4396348,1180.662765
2020,3,6,3,922.9713013,961.3647096,1153.163556
2020,3,6,4,959.6363187,964.5049583,1143.696615
2020,3,6,5,1053.7667,985.1408783,1151.811136
2020,3,6,6,1220.874567,1052.431922,1214.924075
2020,3,6,7,1264.943097,1082.039981,1355.575767
2020,3,6,8,1213.118506,1091.460727,1488.112939
2020,3,6,9,1164.1143,1103.124508,1606.224296
2020,3,6,10,1145.429243,1117.479931,1655.813034
2020,3,6,11,1142.608857,1109.853612,1712.163872
2020,3,6,12,1133.090054,1109.853612,1718.475166
2020,3,6,13,1124.628897,1097.741225,1694.131604
2020,3,6,14,1122.866155,1094.152369,1677.902562
2020,3,6,15,1117.577932,1086.526051,1660.771908
2020,3,6,16,1116.872835,1066.787345,1640.485606
2020,3,6,17,1121.808511,1078.451125,1621.100917
2020,3,6,18,1175.395844,1171.761373,1635.526732
2020,3,6,19,1229.335725,1322.044703,1776.629231
2020,3,6,20,1200.779317,1300.511569,1747.326795
2020,3,6,21,1154.948046,1261.931371,1686.46789
2020,3,6,22,1077.73998,1210.790178,1598.560582
2020,3,6,23,998.4166254,1142.60192,1468.277444
2020,3,6,24,959.2837704,1069.030379,1346.559633
2020,3,7,1,931.4324592,1021.926649,1253.242645
2020,3,7,2,919.7983671,992.3185896,1186.974059
2020,3,7,3,912.0423058,978.411774,1156.319203
2020,3,7,4,927.2018803,976.6173461,1136.483708
2020,3,7,5,963.1618011,986.4866992,1139.639355
2020,3,7,6,1027.325581,1016.094758,1165.786144
2020,3,7,7,1075.977239,1001.739336,1190.129706
2020,3,7,8,1132.03241,1007.122619,1241.070864
2020,3,7,9,1145.076695,1035.833465,1323.568491
2020,3,7,10,1140.141019,1057.366598,1382.173363
2020,3,7,11,1119.693221,1051.086101,1414.631446
2020,3,7,12,1089.72662,1034.487644,1395.246757
2020,3,7,13,1058.702375,1021.926649,1369.099968
2020,3,7,14,1047.420831,1008.46844,1340.248339
2020,3,7,15,1038.254577,999.047694,1305.987029
2020,3,7,16,1044.600445,995.0102314,1279.389434
2020,3,7,17,1063.63805,1002.63655,1285.700728
2020,3,7,18,1130.974765,1085.628837,1353.77254
2020,3,7,19,1188.440129,1240.398237,1537.25087
2020,3,7,20,1164.1143,1237.257988,1560.242012
2020,3,7,21,1124.628897,1195.537541,1516.964568
2020,3,7,22,1060.465116,1156.508736,1459.712116
2020,3,7,23,993.8334983,1114.788289,1369.099968
2020,3,7,24,954.348095,1055.572171,1287.503954
2020,3,8,1,937.0732311,1013.851724,1210.416008
2020,3,8,2,928.6120732,989.1783409,1169.392597
2020,3,8,3,930.3748144,981.1034157,1145.950649
2020,3,8,4,945.8869372,982.0006296,1135.582094
2020,3,8,5,974.0907966,987.3839131,1130.172414
2020,3,8,6,1028.735774,1013.851724,1144.598228
2020,3,8,7,1072.451757,991.4213757,1136.032901
2020,3,8,8,1084.790945,991.4213757,1159.925656
2020,3,8,9,1081.970559,1008.019833,1201.85068
2020,3,8,10,1074.214498,1023.721077,1250.537804
2020,3,8,11,1060.465116,1013.851724,1281.192661
2020,3,8,12,1052.003958,1009.365654,1289.757988
2020,3,8,13,1044.247897,1008.46844,1289.307181
2020,3,8,14,1036.844384,999.047694,1276.684593
2020,3,8,15,1029.793419,996.3560523,1270.3733
2020,3,8,16,1048.831024,996.8046592,1266.316039
2020,3,8,17,1081.265463,1005.328191,1275.78298
2020,3,8,18,1153.185304,1097.292618,1357.829801
2020,3,8,19,1224.047501,1239.501023,1512.456501
2020,3,8,20,1193.728352,1226.042814,1536.349257
2020,3,8,21,1141.551212,1192.397293,1498.481493
2020,3,8,22,1047.420831,1123.760428,1429.508067
2020,3,8,23,956.8159327,1064.095703,1323.117684
2020,3,8,24,915.5677882,998.1504801,1234.308763
2020,3,9,1,899.7031173,970.3368487,1169.843404
2020,3,9,2,902.170955,951.4953565,1134.229674
2020,3,9,3,908.8693716,946.112073,1118.000633
2020,3,9,4,949.0598714,950.1495357,1107.181272
2020,3,9,5,1048.125928,967.645207,1122.057893
2020,3,9,6,1208.535379,1028.655753,1197.342613
2020,3,9,7,1243.437655,1076.656698,1323.117684
2020,3,9,8,1215.938892,1101.33008,1450.245176
2020,3,9,9,1173.280554,1131.386746,1552.578298
2020,3,9,10,1151.775111,1132.28396,1641.838026
2020,3,9,11,1135.557892,1124.209035,1695.484024
2020,3,9,12,1134.147699,1113.442468,1695.484024
2020,3,9,13,1121.103414,1114.339682,1709.909839
2020,3,9,14,1117.577932,1107.610578,1683.312243
2020,3,9,15,1112.994805,1095.049583,1668.435622
2020,3,9,16,1117.225383,1082.039981,1664.829168
2020,3,9,17,1145.076695,1089.666299,1678.804176
2020,3,9,18,1227.572984,1180.733512,1775.276811
2020,3,9,19,1272.699159,1347.6153,1901.051882
2020,3,9,20,1237.796883,1342.680623,1853.717178
2020,3,9,21,1172.928006,1281.22147,1735.605821
2020,3,9,22,1069.278822,1199.575004,1599.462196
2020,3,9,23,974.7958931,1102.227294,1443.032268
2020,3,9,24,930.7273627,1022.823863,1301.028156
2020,3,10,1,908.1642751,977.963167,1216.727301
2020,3,10,2,900.4082138,955.9814261,1163.53211
2020,3,10,3,901.8184067,942.9718243,1144.598228
2020,3,10,4,938.1308758,946.112073,1132.426447
2020,3,10,5,1031.203612,959.1216748,1148.655489
2020,3,10,6,1187.382484,1012.057296,1212.219234
2020,3,10,7,1231.098466,1040.319534,1332.584625
2020,3,10,8,1182.799357,1067.684558,1438.975008
2020,3,10,9,1142.608857,1090.563513,1527.783929
2020,3,10,10,1130.974765,1108.059185,1588.192028
2020,3,10,11,1126.03909,1104.021722,1640.936413
2020,3,10,12,1128.154379,1102.675901,1658.517874
2020,3,10,13,1121.808511,1099.087045,1658.517874
2020,3,10,14,1120.750866,1094.152369,1656.263841
2020,3,10,15,1118.988125,1081.591374,1638.231572
2020,3,10,16,1124.981445,1073.067842,1617.043657
2020,3,10,17,1141.198664,1082.039981,1591.798481
2020,3,10,18,1217.349085,1181.182119,1616.142044
2020,3,10,19,1284.333251,1365.110971,1769.867131
2020,3,10,20,1254.36665,1360.624902,1756.793736
2020,3,10,21,1190.907966,1318.007241,1689.17273
2020,3,10,22,1084.438397,1228.285849,1583.683961
2020,3,10,23,992.0707571,1126.003463,1435.819361
2020,3,10,24,952.937902,1042.113962,1311.39671
2020,3,11,1,926.849332,999.047694,1214.022461
2020,3,11,2,910.9846611,975.7201322,1172.999051
2020,3,11,3,915.5677882,963.6077444,1145.049035
2020,3,11,4,942.0089065,965.8507792,1141.442581
2020,3,11,5,1039.312222,989.6269479,1155.868396
2020,3,11,6,1200.074221,1057.366598,1221.235369
2020,3,11,7,1245.200396,1090.114906,1336.641885
2020,3,11,8,1218.406729,1099.535652,1454.302436
2020,3,11,9,1172.222909,1119.274359,1545.365391
2020,3,11,10,1163.056655,1133.629781,1617.043657
2020,3,11,11,1145.429243,1126.003463,1643.190446
2020,3,11,12,1133.795151,1111.199433,1644.993673
2020,3,11,13,1120.750866,1105.81615,1658.968681
2020,3,11,14,1108.059129,1091.460727,1660.321101
2020,3,11,15,1111.93716,1074.413663,1656.263841
2020,3,11,16,1119.340673,1069.478986,1614.789624
2020,3,11,17,1135.557892,1076.656698,1598.109775
2020,3,11,18,1211.003216,1169.069731,1613.437203
2020,3,11,19,1293.146957,1365.110971,1758.146156
2020,3,11,20,1270.583869,1368.699827,1740.564695
2020,3,11,21,1222.637308,1323.839131,1679.705789
2020,3,11,22,1116.167739,1235.912167,1568.356533
2020,3,11,23,1023.095002,1131.835353,1419.139513
2020,3,11,24,980.7892133,1043.90839,1301.478962
2020,3,12,1,962.4567046,998.599087,1210.416008
2020,3,12,2,962.1041564,979.7575948,1168.040177
2020,3,12,3,969.8602177,967.645207,1149.557102
2020,3,12,4,1011.46091,968.9910279,1146.852262
2020,3,12,5,1121.455962,991.4213757,1147.303069
2020,3,12,6,1298.435181,1063.198489,1215.825688
2020,3,12,7,1331.222167,1102.227294,1334.838659
2020,3,12,8,1277.634834,1110.302219,1447.540335
2020,3,12,9,1215.938892,1127.797891,1551.676685
2020,3,12,10,1176.10094,1132.28396,1620.650111
2020,3,12,11,1145.781791,1109.405006,1658.968681
2020,3,12,12,1129.564572,1106.264757,1672.492882
2020,3,12,13,1120.750866,1106.264757,1671.140462
2020,3,12,14,1112.289708,1094.152369,1657.616261
2020,3,12,15,1105.94384,1089.666299,1635.526732
2020,3,12,16,1116.167739,1073.067842,1617.043657
2020,3,12,17,1148.602177,1076.656698,1601.716229
2020,3,12,18,1232.508659,1173.5558,1630.117052
2020,3,12,19,1285.743444,1369.597041,1783.842139
2020,3,12,20,1263.532905,1371.391469,1779.784878
2020,3,12,21,1210.29812,1322.941917,1687.82031
2020,3,12,22,1100.303068,1244.884307,1580.528314
2020,3,12,23,1000.179367,1147.985204,1435.819361
2020,3,12,24,956.1108362,1061.852668,1306.888643
2020,3,13,1,936.7206828,1012.505903,1215.825688
2020,3,13,2,922.2662048,984.2436644,1173.449858
2020,3,13,3,933.5477486,974.3743113,1147.753875
2020,3,13,4,970.9178624,979.3089879,1136.934514
2020,3,13,5,1078.445077,1004.430977,1155.868396
2020,3,13,6,1235.329045,1075.310877,1220.784562
2020,3,13,7,1283.980703,1119.274359,1336.191079
2020,3,13,8,1243.437655,1138.115851,1457.458083
2020,3,13,9,1207.477734,1157.40595,1559.791205
2020,3,13,10,1184.914646,1127.797891,1649.50174
2020,3,13,11,1159.883721,1158.751771,1720.278393
2020,3,13,12,1147.191984,1147.536597,1727.040494
2020,3,13,13,1129.91712,1121.068786,1690.52515
2020,3,13,14,1124.628897,1102.227294,1678.804176
2020,3,13,15,1111.93716,1092.357941,1632.821892
2020,3,13,16,1121.808511,1084.731623,1600.363809
2020,3,13,17,1148.602177,1127.349284,1588.192028
2020,3,13,18,1230.745918,1255.202267,1636.428345
2020,3,13,19,1287.858733,1422.981269,1782.038912
2020,3,13,20,1269.173676,1415.35495,1751.384056
2020,3,13,21,1227.925532,1378.56918,1681.058209
2020,3,13,22,1156.358238,1333.259877,1595.404935
2020,3,13,23,1061.522761,1249.818983,1465.572604
2020,3,13,24,1010.403266,1161.443413,1361.887061
2020,3,14,1,991.3656606,1097.741225,1282.995887
2020,3,14,2,976.9111826,1064.54431,1215.825688
2020,3,14,3,980.436665,1035.833465,1177.507118
2020,3,14,4,997.3589807,1027.309932,1163.081303
2020,3,14,5,1036.491836,1037.179285,1166.23695
2020,3,14,6,1125.686541,1066.787345,1195.990193
2020,3,14,7,1201.484414,1065.441524,1214.473268
2020,3,14,8,1299.140277,1078.451125,1270.3733
2020,3,14,9,1387.629886,1098.189832,1373.157229
2020,3,14,10,1395.033399,1127.349284,1461.96615
2020,3,14,11,1375.643246,1118.377145,1493.973426
2020,3,14,12,1307.953983,1101.33008,1500.28472
2020,3,14,13,1286.44854,1085.628837,1479.096805
2020,3,14,14,1268.46858,1078.899732,1452.950016
2020,3,14,15,1265.295646,1047.945852,1433.565327
2020,3,14,16,1300.903018,1057.366598,1402.008858
2020,3,14,17,1353.432707,1094.152369,1399.304018
2020,3,14,18,1416.186294,1194.19172,1463.31857
2020,3,14,19,1436.98664,1376.774752,1635.977539
2020,3,14,20,1403.494557,1378.56918,1657.616261
2020,3,14,21,1361.188768,1345.820872,1616.142044
2020,3,14,22,1267.763483,1282.567291,1556.184752
2020,3,14,23,1171.870361,1214.379034,1453.400823
2020,3,14,24,1123.571252,1132.28396,1358.280607
2020,3,15,1,1093.252103,1073.067842,1281.192661
2020,3,15,2,1068.573726,1045.702818,1223.940209
2020,3,15,3,1054.824344,1027.309932,1197.342613
2020,3,15,4,1075.977239,1023.27247,1185.621639
2020,3,15,5,1113.699901,1032.693216,1183.818412
2020,3,15,6,1187.382484,1048.394459,1193.285353
2020,3,15,7,1242.027462,1026.861325,1187.424866
2020,3,15,8,1260.712519,1032.244609,1222.587789
2020,3,15,9,1250.488619,1047.945852,1285.700728
2020,3,15,10,1212.765957,1048.843066,1316.355584
2020,3,15,11,1171.870361,1047.048638,1348.36286
2020,3,15,12,1130.974765,1032.693216,1369.099968
2020,3,15,13,1091.84191,1021.926649,1372.255615
2020,3,15,14,1057.292182,1006.225405,1363.690288
2020,3,15,15,1042.132608,995.0102314,1349.71528
2020,3,15,16,1051.298862,994.1130175,1333.035432
2020,3,15,17,1092.194458,1012.505903,1338.445112
2020,3,15,18,1195.138545,1116.13411,1411.475799
2020,3,15,19,1303.723404,1298.268535,1596.306549
2020,3,15,20,1304.781049,1323.839131,1631.018665
2020,3,15,21,1254.014102,1290.642216,1612.084783
2020,3,15,22,1159.883721,1232.771919,1542.209744
2020,3,15,23,1073.509401,1158.751771,1424.098387
2020,3,15,24,1041.074963,1076.208091,1323.117684
2020,3,16,1,1027.325581,1031.796002,1232.05473
2020,3,16,2,1033.318902,1008.917047,1195.08858
2020,3,16,3,1050.593765,999.9449079,1182.916798
2020,3,16,4,1102.418357,1009.814261,1173.449858
2020,3,16,5,1225.810242,1048.394459,1195.539386
2020,3,16,6,1409.135329,1128.695105,1273.528947
2020,3,16,7,1454.614052,1156.508736,1397.049984
2020,3,16,8,1364.361702,1155.162915,1519.669408
2020,3,16,9,1274.109352,1154.265701,1618.846884
2020,3,16,10,1227.925532,1150.676846,1678.804176
2020,3,16,11,1184.20955,1133.629781,1709.909839
2020,3,16,12,1146.839436,1114.339682,1704.049351
2020,3,16,13,1111.584612,1102.227294,1741.015501
2020,3,16,14,1086.906235,1090.563513,1729.745334
2020,3,16,15,1084.085849,1073.965056,1647.247706
2020,3,16,16,1082.323107,1055.572171,1617.94527
2020,3,16,17,1105.94384,1071.722021,1601.716229
2020,3,16,18,1193.375804,1156.060129,1621.551724
2020,3,16,19,1308.306531,1390.232961,1783.842139
2020,3,16,20,1289.974023,1396.513458,1817.652642
2020,3,16,21,1252.956457,1363.316543,1766.260677
2020,3,16,22,1151.422563,1277.184008,1642.739639
2020,3,16,23,1056.587086,1174.453014,1493.973426
2020,3,16,24,1022.742454,1084.283016,1349.264473
2020,3,17,1,1008.640524,1035.833465,1255.045872
2020,3,17,2,1013.5762,1017.440579,1208.161974
2020,3,17,3,1028.383226,1011.608689,1181.564378
2020,3,17,4,1085.143493,1021.926649,1174.351471
2020,3,17,5,1208.18283,1062.749882,1185.170832
2020,3,17,6,1383.751856,1150.676846,1255.947485
2020,3,17,7,1410.192974,1176.247442,1384.878203
2020,3,17,8,1304.781049,1174.453014,1506.596014
2020,3,17,9,1213.823602,1169.518338,1593.601708
2020,3,17,10,1167.639782,1153.368487,1647.247706
2020,3,17,11,1130.622217,1126.003463,1679.705789
2020,3,17,12,1110.879515,1117.479931,1691.426764
2020,3,17,13,1091.136813,1109.405006,1681.509016
2020,3,17,14,1081.970559,1098.189832,1665.279975
2020,3,17,15,1075.624691,1088.320479,1646.7969
2020,3,17,16,1077.034884,1076.656698,1611.18317
2020,3,17,17,1098.540327,1081.591374,1592.700095
2020,3,17,18,1179.978971,1152.91988,1632.371085
2020,3,17,19,1258.244681,1360.624902,1773.473584
2020,3,17,20,1230.040821,1370.494255,1765.80987
2020,3,17,21,1178.21623,1318.904455,1713.967099
2020,3,17,22,1077.387432,1226.940028,1595.404935
2020,3,17,23,980.7892133,1126.003463,1446.638722
2020,3,17,24,939.1885205,1040.768141,1318.609617
2020,3,18,1,921.5611084,992.3185896,1228.448276
2020,3,18,2,910.9846611,969.8882418,1184.269219
2020,3,18,3,917.6830777,963.1591374,1164.433724
2020,3,18,4,958.9312222,966.2993861,1153.163556
2020,3,18,5,1060.817665,987.3839131,1158.573236
2020,3,18,6,1203.247155,1051.983315,1231.603923
2020,3,18,7,1238.854527,1077.553912,1348.813667
2020,3,18,8,1182.799357,1086.526051,1466.925024
2020,3,18,9,1146.839436,1100.881473,1568.807339
2020,3,18,10,1133.090054,1097.292618,1637.780766
2020,3,18,11,1112.642256,1088.320479,1673.845302
2020,3,18,12,1109.469322,1090.114906,1695.934831
2020,3,18,13,1099.95052,1089.666299,1676.099336
2020,3,18,14,1094.309748,1086.526051,1661.222714
2020,3,18,15,1090.079169,1073.516449,1644.092059
2020,3,18,16,1092.194458,1062.301275,1613.437203
2020,3,18,17,1096.072489,1069.478986,1588.192028
2020,3,18,18,1159.531173,1126.003463,1597.658969
2020,3,18,19,1236.034142,1328.773808,1725.688073
2020,3,18,20,1220.169471,1342.680623,1739.212275
2020,3,18,21,1179.978971,1290.642216,1689.623537
2020,3,18,22,1069.278822,1223.79978,1580.528314
2020,3,18,23,979.7315685,1121.517393,1439.425815
2020,3,18,24,938.1308758,1040.319534,1321.314457
2020,3,19,1,920.1509154,999.496301,1240.16925
2020,3,19,2,919.0932707,881.5126712,1179.761152
2020,3,19,3,928.6120732,879.7182433,1160.82727
2020,3,19,4,981.4943097,881.9612781,1153.163556
2020,3,19,5,1090.079169,891.8306312,1168.490984
2020,3,19,6,1226.867887,904.840233,1230.702309
2020,3,19,7,1268.46858,1099.535652,1348.813667
2020,3,19,8,1211.003216,1116.582717,1472.334704
2020,3,19,9,1159.883721,1130.489533,1566.102499
2020,3,19,10,1139.083375,1127.349284,1622.904144
2020,3,19,11,1124.981445,1109.405006,1662.124328
2020,3,19,12,1110.879515,1107.610578,1681.058209
2020,3,19,13,1097.482682,1098.189832,1679.254983
2020,3,19,14,1092.194458,1097.741225,1663.927555
2020,3,19,15,1087.258783,1086.526051,1647.247706
2020,3,19,16,1090.079169,1078.899732,1609.83075
2020,3,19,17,1107.706581,1082.488588,1585.937994
2020,3,19,18,1167.639782,1149.331025,1608.929136
2020,3,19,19,1247.315685,1341.783409,1747.326795
2020,3,19,20,1225.105146,1339.091768,1745.523568
2020,3,19,21,1178.21623,1291.53943,1687.369503
2020,3,19,22,1074.214498,1198.229183,1580.979121
2020,3,19,23,980.0841168,1100.881473,1433.565327
2020,3,19,24,932.1375557,1023.27247,1312.74913
2020,3,20,1,918.7407224,977.963167,1231.153116
2020,3,20,2,915.21524,956.87864,1180.211958
2020,3,20,3,922.2662048,947.4578939,1154.515976
2020,3,20,4,955.758288,946.56068,1145.499842
2020,3,20,5,1047.77338,960.4674957,1159.024043
2020,3,20,6,1178.921326,1012.057296,1223.038595
